gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0052100131,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (9:44 PM EST),period,start,0,0,1
0052100131,4,PT12M00.00S,1,1610612740,NOP,202685,Valančiūnas,J. Valančiūnas,0,0,0,,0,,,0,h,Jump Ball Valanciunas vs. Poeltl: Tip to Johnson,Jump Ball,,1,0,2
0052100131,7,PT11M43.00S,1,1610612759,SAS,1627749,Murray,D. Murray,0,0,0,,0,,,0,v,Murray Lost Ball Turnover (P1.T1),Turnover,Lost Ball,1,0,3
0052100131,7,PT11M43.00S,1,1610612740,NOP,202685,Valančiūnas,J. Valančiūnas,0,0,0,,0,,,0,h,Valanciunas STEAL (1 STL),,,1,0,4
0052100131,9,PT11M38.00S,1,1610612740,NOP,203468,McCollum,C. McCollum,10,12,2,Made,1,2,0,2,h,McCollum 2' Running Layup (2 PTS),Made Shot,Running Layup Shot,1,2,5
0052100131,10,PT11M25.00S,1,1610612759,SAS,1630170,Vassell,D. Vassell,12,264,26,Made,1,2,3,5,v,Vassell 26' 3PT Jump Shot (3 PTS) (Johnson 1 AST),Made Shot,Jump Shot,1,3,6
0052100131,12,PT11M08.00S,1,1610612759,SAS,1627749,Murray,D. Murray,0,0,0,,0,,,0,v,Murray P.FOUL (P1.T1) (B.Kennedy),Foul,Personal,1,0,7
0052100131,14,PT11M02.00S,1,1610612740,NOP,1630529,Jones,H. Jones,-175,199,27,Missed,1,,,0,h,MISS Jones 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,8
0052100131,15,PT10M58.00S,1,1610612759,SAS,1630563,Primo,J. Primo,0,0,0,,0,,,0,v,Primo REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,9
0052100131,16,PT10M50.00S,1,1610612759,SAS,1627749,Murray,D. Murray,26,3,3,Made,1,2,5,7,v,Murray 3' Driving Finger Roll Layup (2 PTS),Made Shot,Driving Finger Roll Layup Shot,1,2,10
0052100131,17,PT10M40.00S,1,1610612740,NOP,203468,McCollum,C. McCollum,125,71,14,Missed,1,,,0,h,MISS McCollum 14' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,11
0052100131,18,PT10M35.00S,1,1610612759,SAS,1630563,Primo,J. Primo,0,0,0,,0,,,0,v,Primo REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,12
0052100131,19,PT10M22.00S,1,1610612759,SAS,1630170,Vassell,D. Vassell,185,166,25,Made,1,2,8,10,v,Vassell 25' 3PT Jump Shot (6 PTS) (Primo 1 AST),Made Shot,Jump Shot,1,3,13
0052100131,21,PT09M56.00S,1,1610612740,NOP,202685,Valančiūnas,J. Valančiūnas,0,0,0,,0,,,0,h,Valanciunas Lost Ball Turnover (P1.T1),Turnover,Lost Ball,1,0,14
0052100131,21,PT09M56.00S,1,1610612759,SAS,1627751,Poeltl,J. Poeltl,0,0,0,,0,,,0,v,Poeltl STEAL (1 STL),,,1,0,15
0052100131,23,PT09M51.00S,1,1610612759,SAS,1630563,Primo,J. Primo,31,6,3,Missed,1,,,0,v,MISS Primo 3' Running Layup,Missed Shot,Running Layup Shot,1,2,16
0052100131,24,PT09M48.00S,1,1610612759,SAS,1629640,Johnson,K. Johnson,0,0,0,,0,,,0,v,Johnson REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,17
0052100131,25,PT09M45.00S,1,1610612759,SAS,1629640,Johnson,K. Johnson,176,197,26,Missed,1,,,0,v,MISS Johnson 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,18
0052100131,26,PT09M43.00S,1,1610612740,NOP,203468,McCollum,C. McCollum,0,0,0,,0,,,0,h,McCollum REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,19
0052100131,27,PT09M36.00S,1,1610612740,NOP,1627742,Ingram,B. Ingram,-4,159,16,Missed,1,,,0,h,MISS Ingram 16' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,20
0052100131,28,PT09M35.00S,1,1610612740,NOP,1627742,Ingram,B. Ingram,0,0,0,,0,,,0,h,Ingram REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,21
0052100131,29,PT09M35.00S,1,1610612759,SAS,1630170,Vassell,D. Vassell,0,0,0,,0,,,0,v,Vassell S.FOUL (P1.T2) (S.Wright),Foul,Shooting,1,0,22
0052100131,31,PT09M35.00S,1,1610612740,NOP,1627742,Ingram,B. Ingram,0,0,0,,0,3,8,11,h,Ingram Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1,0,23
0052100131,32,PT09M35.00S,1,1610612740,NOP,1627742,Ingram,B. Ingram,0,0,0,,0,4,8,12,h,Ingram Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,1,0,24
0052100131,33,PT09M26.00S,1,1610612759,SAS,1627749,Murray,D. Murray,-18,9,2,Missed,1,,,0,v,MISS Murray 2' Driving Layup,Missed Shot,Driving Layup Shot,1,2,25
0052100131,34,PT09M24.00S,1,1610612740,NOP,202685,Valančiūnas,J. Valančiūnas,0,0,0,,0,,,0,h,Valanciunas REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,26
0052100131,35,PT09M18.00S,1,1610612740,NOP,1627742,Ingram,B. Ingram,114,149,19,Made,1,6,8,14,h,Ingram 19' Pullup Jump Shot (4 PTS),Made Shot,Pullup Jump shot,1,2,27
0052100131,36,PT09M00.00S,1,1610612759,SAS,1630563,Primo,J. Primo,-67,22,7,Missed,1,,,0,v,MISS Primo 7' Floating Jump Shot,Missed Shot,Floating Jump shot,1,2,28
0052100131,37,PT08M58.00S,1,1610612740,NOP,202685,Valančiūnas,J. Valančiūnas,0,0,0,,0,,,0,h,Valanciunas REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,29
0052100131,38,PT08M38.00S,1,1610612759,SAS,1627751,Poeltl,J. Poeltl,0,0,0,,0,,,0,v,Poeltl S.FOUL (P1.T3) (D.Guthrie),Foul,Shooting,1,0,30
0052100131,40,PT08M38.00S,1,1610612740,NOP,202685,Valančiūnas,J. Valančiūnas,0,0,0,,0,,,0,h,MISS Valanciunas Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1,0,31
0052100131,41,PT08M38.00S,1,0,,1610612740,,,0,0,0,,0,,,0,h,PELICANS Rebound,Rebound,Normal Rebound,0,0,32
0052100131,42,PT08M38.00S,1,1610612740,NOP,202685,Valančiūnas,J. Valančiūnas,0,0,0,,0,,,0,h,MISS Valanciunas Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1,0,33
0052100131,43,PT08M36.00S,1,1610612759,SAS,1627749,Murray,D. Murray,0,0,0,,0,,,0,v,Murray REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,34
0052100131,44,PT08M27.00S,1,1610612759,SAS,1627751,Poeltl,J. Poeltl,23,104,11,Missed,1,,,0,v,MISS Poeltl 11' Hook Shot,Missed Shot,Hook Shot,1,2,35
