gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0052000121,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (10:14 PM EST),period,start,0,0,1
0052000121,4,PT12M00.00S,1,1610612747,LAL,203083,Drummond,A. Drummond,0,0,0,,0,,,0,h,Jump Ball Drummond vs. Looney: Tip to James,Jump Ball,,1,0,2
0052000121,7,PT11M37.00S,1,1610612747,LAL,203076,Davis,A. Davis,-14,152,15,Missed,1,,,0,h,MISS Davis 15' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,3
0052000121,8,PT11M34.00S,1,1610612744,GSW,201939,Curry,S. Curry,0,0,0,,0,,,0,v,Curry REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,4
0052000121,9,PT11M23.00S,1,1610612744,GSW,203952,Wiggins,A. Wiggins,18,15,2,Made,1,0,2,2,v,Wiggins 2' Driving Layup (2 PTS) (Green 1 AST),Made Shot,Driving Layup Shot,1,2,5
0052000121,11,PT11M10.00S,1,1610612747,LAL,203083,Drummond,A. Drummond,-3,7,1,Made,1,2,2,4,h,Drummond 1' Cutting Dunk Shot (2 PTS) (Schroder 1 AST),Made Shot,Cutting Dunk Shot,1,2,6
0052000121,13,PT10M55.00S,1,1610612744,GSW,203145,Bazemore,K. Bazemore,-113,242,27,Made,1,2,5,7,v,Bazemore 27' 3PT Jump Shot (3 PTS) (Curry 1 AST),Made Shot,Jump Shot,1,3,7
0052000121,15,PT10M35.00S,1,1610612747,LAL,203471,Schröder,D. Schröder,78,86,12,Missed,1,,,0,h,MISS Schroder 12' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,8
0052000121,16,PT10M31.00S,1,1610612744,GSW,203110,Green,D. Green,0,0,0,,0,,,0,v,Green REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,9
0052000121,17,PT10M21.00S,1,1610612744,GSW,203952,Wiggins,A. Wiggins,-133,83,16,Made,1,2,7,9,v,Wiggins 16' Step Back Jump Shot (4 PTS),Made Shot,Step Back Jump shot,1,2,10
0052000121,18,PT10M04.00S,1,1610612747,LAL,203076,Davis,A. Davis,-20,32,4,Missed,1,,,0,h,MISS Davis 4' Cutting Layup Shot,Missed Shot,Cutting Layup Shot,1,2,11
0052000121,20,PT10M01.00S,1,1610612744,GSW,1626172,Looney,K. Looney,0,0,0,,0,,,0,v,Looney REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,12
0052000121,21,PT09M43.00S,1,1610612744,GSW,203145,Bazemore,K. Bazemore,74,127,15,Missed,1,,,0,v,MISS Bazemore 15' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,13
0052000121,22,PT09M37.00S,1,1610612744,GSW,1626172,Looney,K. Looney,0,0,0,,0,,,0,v,Looney REBOUND (Off:1 Def:1),Rebound,Unknown,1,0,14
0052000121,23,PT09M35.00S,1,1610612744,GSW,1626172,Looney,K. Looney,20,80,8,Made,1,2,9,11,v,Looney 8' Jump Shot (2 PTS),Made Shot,Jump Shot,1,2,15
0052000121,24,PT09M26.00S,1,1610612747,LAL,203471,Schröder,D. Schröder,14,7,2,Missed,1,,,0,h,MISS Schroder 2' Layup,Missed Shot,Layup Shot,1,2,16
0052000121,26,PT09M23.00S,1,1610612744,GSW,1626172,Looney,K. Looney,0,0,0,,0,,,0,v,Looney REBOUND (Off:1 Def:2),Rebound,Unknown,1,0,17
0052000121,27,PT09M10.00S,1,1610612744,GSW,201939,Curry,S. Curry,0,0,0,,0,,,0,v,Curry Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,18
0052000121,27,PT09M10.00S,1,1610612747,LAL,203076,Davis,A. Davis,0,0,0,,0,,,0,h,Davis STEAL (1 STL),,,1,0,19
