gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0052200101,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:33 PM EST),period,start,0,0,1
0052200101,4,PT12M00.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,0,0,0,,0,,,0,h,Jump Ball Adebayo vs. Capela: Tip to Young,Jump Ball,,1,0,2
0052200101,7,PT11M36.00S,1,1610612737,ATL,1628381,Collins,J. Collins,142,211,25,Missed,1,,,0,v,MISS Collins 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,3
0052200101,8,PT11M34.00S,1,1610612737,ATL,1627749,Murray,D. Murray,0,0,0,,0,,,0,v,Murray REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,4
0052200101,9,PT11M32.00S,1,1610612737,ATL,1629027,Young,T. Young,0,0,0,,0,,,0,v,Young Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,5
0052200101,9,PT11M32.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,0,0,0,,0,,,0,h,Adebayo STEAL (1 STL),,,1,0,6
0052200101,11,PT11M24.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,-23,53,6,Made,1,2,0,2,h,Butler 6' Running Finger Roll Layup (2 PTS),Made Shot,Running Finger Roll Layup Shot,1,2,7
0052200101,12,PT11M19.00S,1,1610612748,MIA,1629216,Vincent,G. Vincent,0,0,0,,0,,,0,h,Vincent P.FOUL (P1.T1) (J.Goble),Foul,Personal,1,0,8
0052200101,14,PT11M11.00S,1,1610612737,ATL,1627749,Murray,D. Murray,97,228,25,Missed,1,,,0,v,MISS Murray 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,9
0052200101,15,PT11M09.00S,1,0,,1610612737,,,0,0,0,,0,,,0,v,Hawks Rebound,Rebound,Unknown,0,0,10
0052200101,16,PT11M09.00S,1,1610612748,MIA,1629639,Herro,T. Herro,0,0,0,,0,,,0,h,Herro L.B.FOUL (P1.T2) (S.Wright),Foul,Loose Ball,1,0,11
0052200101,18,PT11M05.00S,1,1610612737,ATL,1629631,Hunter,D. Hunter,114,92,15,Missed,1,,,0,v,MISS Hunter 15' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,12
0052200101,19,PT11M01.00S,1,1610612748,MIA,1629639,Herro,T. Herro,0,0,0,,0,,,0,h,Herro REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,13
0052200101,20,PT10M59.00S,1,1610612748,MIA,1629639,Herro,T. Herro,-102,236,26,Missed,1,,,0,h,MISS Herro 26' 3PT Running Jump Shot,Missed Shot,Running Jump Shot,1,3,14
0052200101,21,PT10M54.00S,1,1610612737,ATL,203991,Capela,C. Capela,0,0,0,,0,,,0,v,Capela REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,15
0052200101,22,PT10M43.00S,1,1610612737,ATL,1627749,Murray,D. Murray,-26,59,6,Missed,1,,,0,v,MISS Murray 6' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,16
0052200101,23,PT10M40.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,0,0,0,,0,,,0,h,Butler REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,17
0052200101,24,PT10M28.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,53,159,17,Missed,1,,,0,h,MISS Butler 17' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,18
0052200101,25,PT10M25.00S,1,1610612737,ATL,1629027,Young,T. Young,0,0,0,,0,,,0,v,Young REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,19
0052200101,26,PT10M19.00S,1,1610612737,ATL,1628381,Collins,J. Collins,-178,194,26,Made,1,2,3,5,v,Collins 26' 3PT Jump Shot (3 PTS) (Young 1 AST),Made Shot,Jump Shot,1,3,20
0052200101,29,PT09M53.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,26,30,4,Missed,1,,,0,h,MISS Butler 4' Jump Bank Shot,Missed Shot,Jump Bank Shot,1,2,21
0052200101,30,PT09M53.00S,1,0,,1610612748,,,0,0,0,,0,,,0,h,HEAT Rebound,Rebound,Unknown,0,0,22
0052200101,31,PT09M53.00S,1,1610612737,ATL,1628381,Collins,J. Collins,0,0,0,,0,,,0,v,Collins L.B.FOUL (P1.T1) (J.Goble),Foul,Loose Ball,1,0,23
0052200101,33,PT09M43.00S,1,1610612748,MIA,1629622,Strus,M. Strus,-239,37,24,Missed,1,,,0,h,MISS Strus 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,24
0052200101,34,PT09M40.00S,1,1610612737,ATL,1629027,Young,T. Young,0,0,0,,0,,,0,v,Young REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,25
0052200101,35,PT09M33.00S,1,1610612737,ATL,1629631,Hunter,D. Hunter,2,126,13,Made,1,2,5,7,v,Hunter 13' Pullup Jump Shot (2 PTS),Made Shot,Pullup Jump shot,1,2,26
0052200101,36,PT09M20.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,17,42,5,Made,1,4,5,9,h,Butler 5' Layup (4 PTS) (Vincent 1 AST),Made Shot,Layup Shot,1,2,27
0052200101,38,PT09M03.00S,1,1610612748,MIA,1629622,Strus,M. Strus,0,0,0,,0,,,0,h,Strus S.FOUL (P1.T3) (S.Wright),Foul,Shooting,1,0,28
0052200101,40,PT09M03.00S,1,1610612737,ATL,1628381,Collins,J. Collins,0,0,0,,0,4,6,10,v,Collins Free Throw 1 of 2 (4 PTS),Free Throw,Free Throw 1 of 2,1,0,29
0052200101,41,PT09M03.00S,1,1610612737,ATL,1628381,Collins,J. Collins,0,0,0,,0,,,0,v,MISS Collins Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1,0,30
0052200101,42,PT09M01.00S,1,1610612748,MIA,1629622,Strus,M. Strus,0,0,0,,0,,,0,h,Strus REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,31
0052200101,43,PT08M56.00S,1,1610612748,MIA,1629639,Herro,T. Herro,0,0,0,,0,,,0,h,Herro Out of Bounds Lost Ball Turnover (P1.T1),Turnover,Out of Bounds Lost Ball Turnover,1,0,32
0052200101,44,PT08M45.00S,1,1610612737,ATL,1629027,Young,T. Young,22,88,9,Made,1,4,8,12,v,Young 9' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1,2,33
0052200101,45,PT08M30.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,47,71,9,Missed,1,,,0,h,MISS Adebayo 9' Driving Hook Shot,Missed Shot,Driving Hook Shot,1,2,34
0052200101,46,PT08M26.00S,1,1610612737,ATL,203991,Capela,C. Capela,0,0,0,,0,,,0,v,Capela REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,35
0052200101,47,PT08M19.00S,1,1610612737,ATL,1627749,Murray,D. Murray,-228,23,0,Made,1,4,11,15,v,Murray 3PT Jump Shot (3 PTS) (Young 2 AST),Made Shot,Jump Shot,1,3,36
0052200101,49,PT07M55.00S,1,1610612737,ATL,203991,Capela,C. Capela,0,0,0,,0,,,0,v,Capela S.FOUL (P1.T2) (J.DeRosa),Foul,Shooting,1,0,37
0052200101,51,PT07M55.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,0,0,0,,0,5,11,16,h,Butler Free Throw 1 of 2 (5 PTS),Free Throw,Free Throw 1 of 2,1,0,38
0052200101,52,PT07M55.00S,1,1610612748,MIA,202710,Butler III,J. Butler III,0,0,0,,0,6,11,17,h,Butler Free Throw 2 of 2 (6 PTS),Free Throw,Free Throw 2 of 2,1,0,39
0052200101,53,PT07M43.00S,1,1610612737,ATL,1629027,Young,T. Young,13,74,8,Missed,1,,,0,v,MISS Young 8' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,40
0052200101,54,PT07M40.00S,1,1610612748,MIA,1629216,Vincent,G. Vincent,0,0,0,,0,,,0,h,Vincent REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,41
0052200101,55,PT07M36.00S,1,1610612748,MIA,1629639,Herro,T. Herro,-235,-18,24,Made,1,9,11,20,h,Herro 24' 3PT Running Jump Shot (3 PTS) (Strus 1 AST),Made Shot,Running Jump Shot,1,3,42
0052200101,57,PT07M19.00S,1,1610612737,ATL,1629631,Hunter,D. Hunter,36,112,12,Made,1,9,13,22,v,Hunter 12' Pullup Jump Shot (4 PTS) (Murray 1 AST),Made Shot,Pullup Jump shot,1,2,43
