actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,gameId
0,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0, ,Start of 1st Period (8:15 PM EST),period,start,0,0,1,0021201220
1,PT12M00.00S,1,1610612748,MIA,2617,Haslem,U. Haslem,0,0,0,,0,0,0,0,h,Jump Ball Haslem vs. Vucevic: Tip to Moore,Jump Ball,,0,0,2,0021201220
2,PT11M41.00S,1,1610612753,ORL,202699,Harris,T. Harris,95,137,17,Made,1,0,2,2,v,Harris 17' Jump Shot (2 PTS) (Udrih 1 AST),Made Shot,Jump Shot,0,2,3,0021201220
3,PT11M24.00S,1,1610612748,MIA,2034,Miller,M. Miller,174,176,25,Made,1,3,2,5,h,Miller 25' 3PT Jump Shot (3 PTS) (Cole 1 AST),Made Shot,Jump Shot,0,3,4,0021201220
4,PT11M11.00S,1,1610612748,MIA,436,Howard,J. Howard,0,0,0,,0,0,0,0,h,Howard S.FOUL (P1.T1),Foul,Shooting,0,0,5,0021201220
5,PT11M11.00S,1,1610612753,ORL,203090,Harkless,M. Harkless,0,0,0,,0,0,0,0,v,MISS Harkless Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,0,0,6,0021201220
6,PT11M11.00S,1,0,,1610612753,,,0,0,0,,0,0,0,0,v,Magic Rebound,Rebound,Normal Rebound,0,0,7,0021201220
7,PT11M11.00S,1,1610612753,ORL,203090,Harkless,M. Harkless,0,0,0,,0,0,0,0,v,MISS Harkless Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0,8,0021201220
9,PT11M10.00S,1,1610612748,MIA,2034,Miller,M. Miller,0,0,0,,0,0,0,0,h,Miller REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,9,0021201220
10,PT11M05.00S,1,1610612748,MIA,2548,Wade,D. Wade,18,6,2,Made,1,5,2,7,h,Wade 2' Layup (2 PTS) (Cole 2 AST),Made Shot,Layup Shot,0,2,10,0021201220
11,PT10M45.00S,1,1610612753,ORL,2757,Udrih,B. Udrih,0,0,0,,0,0,0,0,v,Udrih Bad Pass Turnover (P1.T1),Turnover,Bad Pass,0,0,11,0021201220
11,PT10M45.00S,1,1610612748,MIA,202708,Cole,N. Cole,0,0,0,,0,0,0,0,h,Cole STEAL (1 STL),,,0,0,12,0021201220
12,PT10M44.00S,1,1610612753,ORL,2757,Udrih,B. Udrih,0,0,0,,0,0,0,0,v,Udrih P.FOUL (P1.T1),Foul,Personal,0,0,13,0021201220
13,PT10M36.00S,1,1610612753,ORL,202699,Harris,T. Harris,0,0,0,,0,0,0,0,v,Harris P.FOUL (P1.T2),Foul,Personal,0,0,14,0021201220
14,PT10M27.00S,1,1610612748,MIA,202708,Cole,N. Cole,-123,222,25,Missed,1,0,0,0,h,MISS Cole 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,15,0021201220
15,PT10M26.00S,1,1610612753,ORL,202699,Harris,T. Harris,0,0,0,,0,0,0,0,v,Harris REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,16,0021201220
16,PT10M18.00S,1,1610612753,ORL,203090,Harkless,M. Harkless,0,0,0,,0,0,0,0,v,Harkless Bad Pass Turnover (P1.T2),Turnover,Bad Pass,0,0,17,0021201220
16,PT10M18.00S,1,1610612748,MIA,2617,Haslem,U. Haslem,0,0,0,,0,0,0,0,h,Haslem STEAL (1 STL),,,0,0,18,0021201220
17,PT09M57.00S,1,1610612748,MIA,2617,Haslem,U. Haslem,-157,15,16,Made,1,7,2,9,h,Haslem 16' Jump Shot (2 PTS) (Wade 1 AST),Made Shot,Jump Shot,0,2,19,0021201220
18,PT09M38.00S,1,1610612753,ORL,202696,Vučević,N. Vučević,-11,4,1,Made,1,7,4,11,v,Vucevic 1' Layup (2 PTS) (Udrih 2 AST),Made Shot,Layup Shot,0,2,20,0021201220
19,PT09M20.00S,1,1610612748,MIA,436,Howard,J. Howard,-79,148,17,Missed,1,0,0,0,h,MISS Howard 17' Jump Shot,Missed Shot,Jump Shot,0,2,21,0021201220
20,PT09M19.00S,1,1610612753,ORL,2757,Udrih,B. Udrih,0,0,0,,0,0,0,0,v,Udrih REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,22,0021201220
21,PT09M12.00S,1,1610612748,MIA,2617,Haslem,U. Haslem,0,0,0,,0,0,0,0,h,Haslem S.FOUL (P1.T2),Foul,Shooting,0,0,23,0021201220
23,PT09M12.00S,1,1610612753,ORL,202699,Harris,T. Harris,0,0,0,,0,0,0,0,v,MISS Harris Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,0,0,24,0021201220
24,PT09M12.00S,1,0,,1610612753,,,0,0,0,,0,0,0,0,v,Magic Rebound,Rebound,Normal Rebound,0,0,25,0021201220
25,PT09M12.00S,1,1610612753,ORL,202699,Harris,T. Harris,0,0,0,,0,7,5,12,v,Harris Free Throw 2 of 2 (3 PTS),Free Throw,Free Throw 2 of 2,0,0,26,0021201220
27,PT08M50.00S,1,1610612748,MIA,2548,Wade,D. Wade,-160,102,19,Missed,1,0,0,0,h,MISS Wade 19' Jump Shot,Missed Shot,Jump Shot,0,2,27,0021201220
28,PT08M49.00S,1,0,,1610612748,,,0,0,0,,0,0,0,0,h,HEAT Rebound,Rebound,Unknown,0,0,28,0021201220
29,PT08M49.00S,1,1610612753,ORL,202696,Vučević,N. Vučević,0,0,0,,0,0,0,0,v,Vucevic L.B.FOUL (P1.T3),Foul,Loose Ball,0,0,29,0021201220
30,PT08M37.00S,1,1610612748,MIA,2548,Wade,D. Wade,0,0,0,,0,0,0,0,h,Wade Bad Pass Turnover (P1.T1),Turnover,Bad Pass,0,0,30,0021201220
30,PT08M37.00S,1,1610612753,ORL,202696,Vučević,N. Vučević,0,0,0,,0,0,0,0,v,Vucevic STEAL (1 STL),,,0,0,31,0021201220
31,PT08M33.00S,1,1610612753,ORL,203090,Harkless,M. Harkless,0,0,0,,0,0,0,0,v,Harkless Offensive Charge Foul (P1.T4),Foul,Offensive Charge,0,0,32,0021201220
32,PT08M33.00S,1,1610612753,ORL,203090,Harkless,M. Harkless,0,0,0,,0,0,0,0,v,Harkless Foul Turnover (P2.T3),Turnover,Foul,0,0,33,0021201220
33,PT08M20.00S,1,1610612748,MIA,436,Howard,J. Howard,10,4,1,Missed,1,0,0,0,h,MISS Howard 1' Layup,Missed Shot,Layup Shot,0,2,34,0021201220
34,PT08M19.00S,1,1610612753,ORL,202696,Vučević,N. Vučević,0,0,0,,0,0,0,0,v,Vucevic REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,35,0021201220
35,PT08M13.00S,1,1610612753,ORL,2757,Udrih,B. Udrih,4,61,6,Made,1,7,7,14,v,Udrih 6' Running Jump Shot (2 PTS),Made Shot,Running Jump Shot,0,2,36,0021201220
36,PT07M47.00S,1,1610612748,MIA,436,Howard,J. Howard,32,77,8,Made,1,9,7,16,h,Howard 8' Running Hook Shot (2 PTS),Made Shot,Running Hook Shot,0,2,37,0021201220
37,PT07M28.00S,1,1610612753,ORL,202699,Harris,T. Harris,61,116,13,Missed,1,0,0,0,v,MISS Harris 13' Jump Shot,Missed Shot,Jump Shot,0,2,38,0021201220
