actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,gameId
10,PT10M55.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,11,0021201224
11,PT10M43.00S,1,1610612740,NOH,201569,Gordon,E. Gordon,58,249,26,Missed,1,,,0,v,MISS Gordon 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,12,0021201224
12,PT10M42.00S,1,1610612742,DAL,1890,Marion,S. Marion,0,0,0,,0,,,0,h,Marion REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,13,0021201224
13,PT10M29.00S,1,1610612742,DAL,1890,Marion,S. Marion,234,30,24,Missed,1,,,0,h,MISS Marion 24' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,14,0021201224
14,PT10M27.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:1 Def:2),Rebound,Unknown,0,0,15,0021201224
15,PT10M22.00S,1,1610612740,NOH,203148,Roberts,B. Roberts,0,0,0,,0,,,0,v,Roberts Lost Ball Turnover (P1.T1),Turnover,Lost Ball,0,0,16,0021201224
15,PT10M22.00S,1,1610612742,DAL,1890,Marion,S. Marion,0,0,0,,0,,,0,h,Marion STEAL (1 STL),,,0,0,17,0021201224
16,PT10M18.00S,1,1610612742,DAL,1890,Marion,S. Marion,24,20,3,Made,1,2.0,2.0,4,h,Marion 3' Driving Finger Roll Layup (2 PTS),Made Shot,Driving Finger Roll Layup Shot,0,2,18,0021201224
17,PT10M18.00S,1,1610612740,NOH,201583,Anderson,R. Anderson,0,0,0,,0,,,0,v,Anderson S.FOUL (P1.T1),Foul,Shooting,0,0,19,0021201224
18,PT10M18.00S,1,1610612742,DAL,1890,Marion,S. Marion,0,0,0,,0,3.0,2.0,5,h,Marion Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,0,0,20,0021201224
20,PT10M03.00S,1,1610612740,NOH,201569,Gordon,E. Gordon,-16,74,8,Missed,1,,,0,v,MISS Gordon 8' Running Jump Shot,Missed Shot,Running Jump Shot,0,2,21,0021201224
21,PT10M01.00S,1,1610612742,DAL,2549,Kaman,C. Kaman,0,0,0,,0,,,0,h,Kaman REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,22,0021201224
22,PT09M46.00S,1,1610612742,DAL,201564,Mayo,O. Mayo,-163,183,25,Missed,1,,,0,h,MISS Mayo 25' 3PT Jump Bank Shot,Missed Shot,Jump Bank Shot,0,3,23,0021201224
23,PT09M44.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:1 Def:3),Rebound,Unknown,0,0,24,0021201224
24,PT09M38.00S,1,1610612740,NOH,201577,Lopez,R. Lopez,9,11,1,Made,1,3.0,4.0,7,v,Lopez 1' Dunk (4 PTS) (Roberts 1 AST),Made Shot,Dunk Shot,0,2,25,0021201224
25,PT09M15.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,-84,159,18,Missed,1,,,0,h,MISS Nowitzki 18' Jump Shot,Missed Shot,Jump Shot,0,2,26,0021201224
26,PT09M13.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:1 Def:4),Rebound,Unknown,0,0,27,0021201224
27,PT09M08.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,18,26,3,Made,1,3.0,6.0,9,v,Aminu 3' Driving Slam Dunk (2 PTS) (Roberts 2 AST),Made Shot,Driving Slam Dunk Shot,0,2,28,0021201224
28,PT09M00.00S,1,1610612740,NOH,203148,Roberts,B. Roberts,0,0,0,,0,,,0,v,Roberts P.FOUL (P1.T2),Foul,Personal,0,0,29,0021201224
29,PT08M43.00S,1,1610612742,DAL,2229,James,M. James,32,48,6,Missed,1,,,0,h,MISS M. James 6' Driving Bank Shot,Missed Shot,Driving Bank shot,0,2,30,0021201224
30,PT08M41.00S,1,1610612740,NOH,201577,Lopez,R. Lopez,0,0,0,,0,,,0,v,Lopez REBOUND (Off:1 Def:1),Rebound,Unknown,0,0,31,0021201224
31,PT08M36.00S,1,1610612740,NOH,203148,Roberts,B. Roberts,-171,179,25,Missed,1,,,0,v,MISS Roberts 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,32,0021201224
32,PT08M34.00S,1,1610612742,DAL,2549,Kaman,C. Kaman,0,0,0,,0,,,0,h,Kaman REBOUND (Off:0 Def:2),Rebound,Unknown,0,0,33,0021201224
33,PT08M12.00S,1,1610612742,DAL,2229,James,M. James,162,214,27,Made,1,6.0,6.0,12,h,M. James 27' 3PT Jump Shot (3 PTS) (Marion 1 AST),Made Shot,Jump Shot,0,3,34,0021201224
34,PT07M54.00S,1,1610612740,NOH,201569,Gordon,E. Gordon,-21,34,4,Missed,1,,,0,v,MISS Gordon 4' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,0,2,35,0021201224
35,PT07M51.00S,1,1610612740,NOH,201583,Anderson,R. Anderson,0,0,0,,0,,,0,v,Anderson REBOUND (Off:1 Def:0),Rebound,Unknown,0,0,36,0021201224
37,PT07M40.00S,1,1610612740,NOH,203148,Roberts,B. Roberts,36,31,5,Made,1,6.0,8.0,14,v,Roberts 5' Driving Jump Shot (2 PTS),Made Shot,Driving Jump shot,0,2,37,0021201224
38,PT07M13.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,-131,60,14,Missed,1,,,0,h,MISS Nowitzki 14' Jump Shot,Missed Shot,Jump Shot,0,2,38,0021201224
38,PT07M13.00S,1,1610612740,NOH,201569,Gordon,E. Gordon,0,0,0,,0,,,0,v,Gordon BLOCK (1 BLK),,,0,2,39,0021201224
39,PT07M11.00S,1,1610612740,NOH,201569,Gordon,E. Gordon,0,0,0,,0,,,0,v,Gordon REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,40,0021201224
40,PT07M10.00S,1,1610612740,NOH,201569,Gordon,E. Gordon,0,0,0,,0,,,0,v,Gordon Traveling Turnover (P1.T2),Turnover,Traveling,0,0,41,0021201224
41,PT07M03.00S,1,1610612742,DAL,2549,Kaman,C. Kaman,-24,26,4,Missed,1,,,0,h,MISS Kaman 4' Running Bank Hook Shot,Missed Shot,Running Bank Hook Shot,0,2,42,0021201224
42,PT06M59.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:1 Def:5),Rebound,Unknown,0,0,43,0021201224
43,PT06M58.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu Bad Pass Turnover (P1.T3),Turnover,Bad Pass,0,0,44,0021201224
43,PT06M58.00S,1,1610612742,DAL,2229,James,M. James,0,0,0,,0,,,0,h,M. James STEAL (1 STL),,,0,0,45,0021201224
44,PT06M44.00S,1,1610612742,DAL,2549,Kaman,C. Kaman,15,19,2,Made,1,8.0,8.0,16,h,Kaman 2' Driving Finger Roll Layup (2 PTS) (Mayo 1 AST),Made Shot,Driving Finger Roll Layup Shot,0,2,46,0021201224
45,PT06M42.00S,1,0,,1610612740,,,0,0,0,,0,,,0,v,Hornets Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0,0,47,0021201224
49,PT06M28.00S,1,1610612740,NOH,203148,Roberts,B. Roberts,0,0,0,,0,,,0,v,Roberts Bad Pass Turnover (P2.T4),Turnover,Bad Pass,0,0,48,0021201224
49,PT06M28.00S,1,1610612742,DAL,2549,Kaman,C. Kaman,0,0,0,,0,,,0,h,Kaman STEAL (1 STL),,,0,0,49,0021201224
50,PT06M21.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,-26,250,25,Missed,1,,,0,h,MISS Nowitzki 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,50,0021201224
51,PT06M19.00S,1,1610612740,NOH,201577,Lopez,R. Lopez,0,0,0,,0,,,0,v,Lopez REBOUND (Off:1 Def:2),Rebound,Unknown,0,0,51,0021201224
52,PT06M08.00S,1,1610612740,NOH,201583,Anderson,R. Anderson,-161,37,17,Missed,1,,,0,v,MISS Anderson 17' Step Back Jump Shot,Missed Shot,Step Back Jump shot,0,2,52,0021201224
53,PT06M07.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,10,14,2,Missed,1,,,0,v,MISS Aminu 2' Tip Shot,Missed Shot,Tip Shot,0,2,54,0021201224
54,PT06M07.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:2 Def:5),Rebound,Unknown,0,0,53,0021201224
55,PT06M06.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,6,22,2,Missed,1,,,0,v,MISS Aminu 2' Tip Shot,Missed Shot,Tip Shot,0,2,56,0021201224
56,PT06M06.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:3 Def:5),Rebound,Unknown,0,0,55,0021201224
57,PT06M05.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:4 Def:5),Rebound,Unknown,0,0,57,0021201224
58,PT05M58.00S,1,1610612740,NOH,201569,Gordon,E. Gordon,86,192,21,Missed,1,,,0,v,MISS Gordon 21' Jump Shot,Missed Shot,Jump Shot,0,2,60,0021201224
59,PT05M55.00S,1,1610612742,DAL,2549,Kaman,C. Kaman,0,0,0,,0,,,0,h,Kaman REBOUND (Off:0 Def:3),Rebound,Unknown,0,0,61,0021201224
60,PT05M44.00S,1,1610612742,DAL,2549,Kaman,C. Kaman,-30,42,5,Missed,1,,,0,h,MISS Kaman 5' Running Bank Hook Shot,Missed Shot,Running Bank Hook Shot,0,2,62,0021201224
61,PT05M39.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:5 Def:6),Rebound,Unknown,0,0,63,0021201224
62,PT05M36.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,10,20,2,Made,1,8.0,10.0,18,v,Aminu 2' Layup (4 PTS) (Gordon 1 AST),Made Shot,Layup Shot,0,2,64,0021201224
63,PT05M18.00S,1,1610612742,DAL,201564,Mayo,O. Mayo,152,22,15,Missed,1,,,0,h,MISS Mayo 15' Jump Shot,Missed Shot,Jump Shot,0,2,65,0021201224
64,PT05M17.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:5 Def:7),Rebound,Unknown,0,0,66,0021201224
65,PT05M07.00S,1,1610612740,NOH,203148,Roberts,B. Roberts,-18,181,18,Missed,1,,,0,v,MISS Roberts 18' Jump Shot,Missed Shot,Jump Shot,0,2,67,0021201224
66,PT05M06.00S,1,1610612740,NOH,201577,Lopez,R. Lopez,10,15,2,Made,1,8.0,12.0,20,v,Lopez 2' Tip Shot (6 PTS),Made Shot,Tip Shot,0,2,69,0021201224
67,PT05M06.00S,1,1610612740,NOH,201577,Lopez,R. Lopez,0,0,0,,0,,,0,v,Lopez REBOUND (Off:2 Def:2),Rebound,Unknown,0,0,68,0021201224
68,PT04M59.00S,1,0,,1610612742,,,0,0,0,,0,,,0,h,MAVERICKS Timeout: Regular (Full 1 Short 0),Timeout,Regular,0,0,70,0021201224
69,PT06M05.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,-3,1,0,Missed,1,,,0,v,MISS Aminu Tip Shot,Missed Shot,Tip Shot,0,2,58,0021201224
70,PT06M04.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:5 Def:5),Rebound,Unknown,0,0,59,0021201224
71,PT04M59.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,0,0,0,,0,,,0,h,SUB: Collison FOR Nowitzki,Substitution,,0,0,71,0021201224
72,PT04M59.00S,1,1610612742,DAL,2549,Kaman,C. Kaman,0,0,0,,0,,,0,h,SUB: Carter FOR Kaman,Substitution,,0,0,72,0021201224
73,PT04M59.00S,1,1610612742,DAL,2229,James,M. James,0,0,0,,0,,,0,h,SUB: Wright FOR M. James,Substitution,,0,0,73,0021201224
75,PT04M46.00S,1,1610612742,DAL,1713,Carter,V. Carter,-141,88,17,Made,1,10.0,12.0,22,h,Carter 17' Jump Shot (2 PTS) (Marion 2 AST),Made Shot,Jump Shot,0,2,74,0021201224
76,PT04M35.00S,1,1610612742,DAL,201954,Collison,D. Collison,0,0,0,,0,,,0,h,Collison P.FOUL (P1.T2),Foul,Personal,0,0,75,0021201224
78,PT04M35.00S,1,1610612740,NOH,201577,Lopez,R. Lopez,0,0,0,,0,,,0,v,SUB: Amundson FOR Lopez,Substitution,,0,0,76,0021201224
79,PT04M19.00S,1,1610612740,NOH,201569,Gordon,E. Gordon,-111,183,21,Missed,1,,,0,v,MISS Gordon 21' Jump Shot,Missed Shot,Jump Shot,0,2,77,0021201224
80,PT04M19.00S,1,1610612742,DAL,1890,Marion,S. Marion,0,0,0,,0,,,0,h,Marion REBOUND (Off:0 Def:2),Rebound,Unknown,0,0,78,0021201224
81,PT04M03.00S,1,1610612742,DAL,1713,Carter,V. Carter,20,53,6,Missed,1,,,0,h,MISS Carter 6' Driving Bank Shot,Missed Shot,Driving Bank shot,0,2,79,0021201224
82,PT04M01.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:5 Def:8),Rebound,Unknown,0,0,80,0021201224
83,PT03M55.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,14,1,Made,1,10.0,14.0,24,v,Aminu 1' Layup (6 PTS) (Roberts 3 AST),Made Shot,Layup Shot,0,2,81,0021201224
84,PT03M41.00S,1,1610612742,DAL,201564,Mayo,O. Mayo,7,14,2,Made,1,12.0,14.0,26,h,Mayo 2' Layup (2 PTS) (Carter 1 AST),Made Shot,Layup Shot,0,2,82,0021201224
85,PT03M20.00S,1,1610612742,DAL,1713,Carter,V. Carter,0,0,0,,0,,,0,h,Carter S.FOUL (P1.T3),Foul,Shooting,0,0,83,0021201224
86,PT03M20.00S,1,1610612740,NOH,200811,Amundson,L. Amundson,0,0,0,,0,,,0,v,MISS Amundson Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,0,0,84,0021201224
87,PT03M20.00S,1,0,,1610612740,,,0,0,0,,0,,,0,v,Hornets Rebound,Rebound,Normal Rebound,0,0,85,0021201224
88,PT03M20.00S,1,1610612740,NOH,201569,Gordon,E. Gordon,0,0,0,,0,,,0,v,SUB: Henry FOR Gordon,Substitution,,0,0,86,0021201224
89,PT03M20.00S,1,1610612740,NOH,201583,Anderson,R. Anderson,0,0,0,,0,,,0,v,SUB: Harris FOR Anderson,Substitution,,0,0,87,0021201224
90,PT03M20.00S,1,1610612740,NOH,200811,Amundson,L. Amundson,0,0,0,,0,,,0,v,MISS Amundson Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0,88,0021201224
92,PT03M18.00S,1,1610612742,DAL,1713,Carter,V. Carter,0,0,0,,0,,,0,h,Carter REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,89,0021201224
93,PT03M12.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu L.B.FOUL (P1.T3),Foul,Loose Ball,0,0,90,0021201224
94,PT03M03.00S,1,1610612742,DAL,201954,Collison,D. Collison,-228,22,0,Made,1,15.0,14.0,29,h,Collison 3PT Jump Shot (3 PTS) (Carter 2 AST),Made Shot,Jump Shot,0,3,91,0021201224
95,PT02M44.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu Traveling Turnover (P2.T5),Turnover,Traveling,0,0,92,0021201224
96,PT02M20.00S,1,1610612740,NOH,203148,Roberts,B. Roberts,0,0,0,,0,,,0,v,Roberts S.FOUL (P2.T4),Foul,Shooting,0,0,93,0021201224
97,PT02M20.00S,1,0,,96,Schrempf,D. Schrempf,0,0,0,,0,,,0,,Support Ruling,Instant Replay,Support Ruling,0,0,94,0021201224
98,PT02M20.00S,1,1610612742,DAL,201954,Collison,D. Collison,0,0,0,,0,,,0,h,MISS Collison Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,0,0,95,0021201224
99,PT02M20.00S,1,0,,1610612742,,,0,0,0,,0,,,0,h,MAVERICKS Rebound,Rebound,Normal Rebound,0,0,96,0021201224
100,PT02M20.00S,1,1610612742,DAL,201564,Mayo,O. Mayo,0,0,0,,0,,,0,h,SUB: Crowder FOR Mayo,Substitution,,0,0,97,0021201224
101,PT02M20.00S,1,1610612740,NOH,203148,Roberts,B. Roberts,0,0,0,,0,,,0,v,SUB: Miller FOR Roberts,Substitution,,0,0,98,0021201224
102,PT02M20.00S,1,1610612742,DAL,201954,Collison,D. Collison,0,0,0,,0,16.0,14.0,30,h,Collison Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,0,0,99,0021201224
104,PT02M12.00S,1,1610612740,NOH,202227,Harris,T. Harris,0,0,0,,0,,,0,v,Harris Lost Ball Turnover (P1.T6),Turnover,Lost Ball,0,0,100,0021201224
104,PT02M12.00S,1,1610612742,DAL,201954,Collison,D. Collison,0,0,0,,0,,,0,h,Collison STEAL (1 STL),,,0,0,101,0021201224
105,PT02M09.00S,1,1610612742,DAL,201954,Collison,D. Collison,1,14,1,Missed,1,,,0,h,MISS Collison 1' Running Layup,Missed Shot,Running Layup Shot,0,2,102,0021201224
106,PT02M08.00S,1,0,,1610612740,,,0,0,0,,0,,,0,v,Hornets Rebound,Rebound,Unknown,0,0,103,0021201224
107,PT01M50.00S,1,1610612740,NOH,202227,Harris,T. Harris,0,0,0,,0,,,0,v,Harris Bad Pass Turnover (P2.T7),Turnover,Bad Pass,0,0,104,0021201224
107,PT01M50.00S,1,1610612742,DAL,1890,Marion,S. Marion,0,0,0,,0,,,0,h,Marion STEAL (2 STL),,,0,0,105,0021201224
108,PT01M47.00S,1,1610612742,DAL,1890,Marion,S. Marion,17,12,2,Made,1,18.0,14.0,32,h,Marion 2' Running Dunk (5 PTS),Made Shot,Running Dunk Shot,0,2,106,0021201224
109,PT01M29.00S,1,1610612740,NOH,203121,Miller,D. Miller,0,0,0,,0,,,0,v,Miller Step Out of Bounds Turnover (P1.T8),Turnover,Step Out of Bounds Turnover,0,0,107,0021201224
110,PT01M29.00S,1,1610612742,DAL,1890,Marion,S. Marion,0,0,0,,0,,,0,h,SUB: Nowitzki FOR Marion,Substitution,,0,0,108,0021201224
111,PT01M15.00S,1,1610612742,DAL,1713,Carter,V. Carter,125,241,27,Missed,1,,,0,h,MISS Carter 27' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,109,0021201224
112,PT01M14.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,Aminu REBOUND (Off:5 Def:9),Rebound,Unknown,0,0,110,0021201224
114,PT01M06.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,0,0,0,,0,,,0,h,Nowitzki S.FOUL (P1.T4),Foul,Shooting,0,0,111,0021201224
115,PT01M06.00S,1,1610612740,NOH,202333,Henry,X. Henry,0,0,0,,0,18.0,15.0,33,v,Henry Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,0,0,112,0021201224
117,PT01M06.00S,1,1610612740,NOH,202329,Aminu,A. Aminu,0,0,0,,0,,,0,v,SUB: Anderson FOR Aminu,Substitution,,0,0,113,0021201224
118,PT01M06.00S,1,1610612742,DAL,1713,Carter,V. Carter,0,0,0,,0,,,0,h,SUB: Morrow FOR Carter,Substitution,,0,0,114,0021201224
119,PT01M06.00S,1,1610612740,NOH,202333,Henry,X. Henry,0,0,0,,0,,,0,v,MISS Henry Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0,115,0021201224
121,PT01M05.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,0,0,0,,0,,,0,h,Nowitzki REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,116,0021201224
122,PT00M58.60S,1,1610612740,NOH,202227,Harris,T. Harris,0,0,0,,0,,,0,v,Harris P.FOUL (P1.PN),Foul,Personal,0,0,117,0021201224
123,PT00M58.60S,1,1610612742,DAL,201954,Collison,D. Collison,0,0,0,,0,19.0,15.0,34,h,Collison Free Throw 1 of 2 (5 PTS),Free Throw,Free Throw 1 of 2,0,0,118,0021201224
125,PT00M58.60S,1,1610612742,DAL,201954,Collison,D. Collison,0,0,0,,0,,,0,h,MISS Collison Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0,119,0021201224
127,PT00M57.90S,1,1610612740,NOH,200811,Amundson,L. Amundson,0,0,0,,0,,,0,v,Amundson REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,120,0021201224
129,PT00M50.10S,1,1610612740,NOH,202227,Harris,T. Harris,0,0,0,,0,,,0,v,SUB: Roberts FOR Harris,Substitution,,0,0,121,0021201224
130,PT00M42.90S,1,1610612740,NOH,201583,Anderson,R. Anderson,20,26,3,Missed,1,,,0,v,MISS Anderson 3' Layup,Missed Shot,Layup Shot,0,2,122,0021201224
131,PT00M41.90S,1,0,,1610612740,,,0,0,0,,0,,,0,v,Hornets Rebound,Rebound,Unknown,0,0,123,0021201224
132,PT00M41.70S,1,1610612742,DAL,201627,Morrow,A. Morrow,0,0,0,,0,,,0,h,Morrow L.B.FOUL (P1.PN),Foul,Loose Ball,0,0,124,0021201224
135,PT00M41.70S,1,1610612740,NOH,200811,Amundson,L. Amundson,0,0,0,,0,19.0,16.0,35,v,Amundson Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,0,0,125,0021201224
137,PT00M41.70S,1,1610612740,NOH,200811,Amundson,L. Amundson,0,0,0,,0,,,0,v,MISS Amundson Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0,126,0021201224
139,PT00M40.90S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,0,0,0,,0,,,0,h,Nowitzki REBOUND (Off:0 Def:2),Rebound,Unknown,0,0,127,0021201224
140,PT00M27.90S,1,1610612742,DAL,203109,Crowder,J. Crowder,-152,205,26,Missed,1,,,0,h,MISS Crowder 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,128,0021201224
141,PT00M25.90S,1,1610612740,NOH,203148,Roberts,B. Roberts,0,0,0,,0,,,0,v,Roberts REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,129,0021201224
142,PT00M03.90S,1,1610612740,NOH,203148,Roberts,B. Roberts,23,22,3,Made,1,19.0,18.0,37,v,Roberts 3' Driving Finger Roll Layup (4 PTS),Made Shot,Driving Finger Roll Layup Shot,0,2,130,0021201224
143,PT00M00.30S,1,1610612742,DAL,201954,Collison,D. Collison,111,78,14,Missed,1,,,0,h,MISS Collison 14' Running Bank Shot,Missed Shot,Running Bank shot,0,2,131,0021201224
144,PT00M00.20S,1,1610612740,NOH,200811,Amundson,L. Amundson,0,0,0,,0,,,0,v,Amundson REBOUND (Off:0 Def:2),Rebound,Unknown,0,0,132,0021201224
145,PT00M00.00S,1,0,,0,,,0,0,0,,0,19.0,18.0,37,,End of 1st Period (8:40 PM EST),period,end,0,0,133,0021201224
147,PT12M00.00S,2,0,,0,,,0,0,0,,0,19.0,18.0,37,,Start of 2nd Period (8:42 PM EST),period,start,0,0,134,0021201224
148,PT11M37.00S,2,1610612742,DAL,201148,Wright,B. Wright,9,64,6,Made,1,21.0,18.0,39,h,Wright 6' Floating Jump Shot (2 PTS),Made Shot,Floating Jump shot,0,2,135,0021201224
150,PT11M14.00S,2,1610612742,DAL,201148,Wright,B. Wright,0,0,0,,0,,,0,h,Wright P.FOUL (P1.T1),Foul,Personal,0,0,136,0021201224
151,PT10M59.00S,2,1610612740,NOH,203148,Roberts,B. Roberts,-157,192,25,Made,1,21.0,21.0,42,v,Roberts 25' 3PT Pullup Jump Shot (7 PTS),Made Shot,Pullup Jump shot,0,3,137,0021201224
152,PT10M47.00S,2,1610612742,DAL,201148,Wright,B. Wright,-98,52,11,Missed,1,,,0,h,MISS Wright 11' Jump Bank Shot,Missed Shot,Jump Bank Shot,0,2,138,0021201224
153,PT10M45.00S,2,1610612740,NOH,202333,Henry,X. Henry,0,0,0,,0,,,0,v,Henry REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,139,0021201224
154,PT10M39.00S,2,1610612740,NOH,202333,Henry,X. Henry,-23,33,4,Missed,1,,,0,v,MISS Henry 4' Running Bank Shot,Missed Shot,Running Bank shot,0,2,140,0021201224
155,PT10M35.00S,2,1610612742,DAL,203109,Crowder,J. Crowder,0,0,0,,0,,,0,h,Crowder REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,141,0021201224
156,PT10M34.00S,2,1610612742,DAL,201954,Collison,D. Collison,-5,17,2,Made,1,23.0,21.0,44,h,Collison 2' Driving Layup (7 PTS) (Crowder 1 AST),Made Shot,Driving Layup Shot,0,2,142,0021201224
157,PT10M20.00S,2,1610612740,NOH,203121,Miller,D. Miller,-150,119,19,Missed,1,,,0,v,MISS Miller 19' Jump Shot,Missed Shot,Jump Shot,0,2,143,0021201224
158,PT10M19.00S,2,1610612742,DAL,201148,Wright,B. Wright,0,0,0,,0,,,0,h,Wright REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,144,0021201224
159,PT10M13.00S,2,1610612742,DAL,201954,Collison,D. Collison,7,20,2,Made,1,25.0,21.0,46,h,Collison 2' Driving Layup (9 PTS),Made Shot,Driving Layup Shot,0,2,146,0021201224
