game_id,game_date,season,team_id_home,team_abbreviation_home,minutes_home,possessions_home,team_id_road,team_abbreviation_road,minutes_road,possessions_road
0021600001,2016-10-25,2016-17,1610612739,CLE,157,66.0,1610612752,NYK,157,65.0
0021600002,2016-10-25,2016-17,1610612757,POR,240,90.0,1610612762,UTA,240,89.0
0021600003,2016-10-25,2016-17,1610612744,GSW,151,63.0,1610612759,SAS,151,64.0
0021600013,2016-10-26,2016-17,1610612747,LAL,240,104.0,1610612745,HOU,240,104.0
0021600012,2016-10-26,2016-17,1610612756,PHX,127,52.0,1610612758,SAC,127,52.0
0021600010,2016-10-26,2016-17,1610612740,NOP,240,111.0,1610612743,DEN,240,111.0
0021600009,2016-10-26,2016-17,1610612763,MEM,240,98.0,1610612750,MIN,240,98.0
0021600011,2016-10-26,2016-17,1610612755,PHI,240,102.0,1610612760,OKC,240,102.0
0021600007,2016-10-26,2016-17,1610612761,TOR,166,71.0,1610612765,DET,166,69.0
0021600006,2016-10-26,2016-17,1610612738,BOS,162,72.0,1610612751,BKN,162,71.0
0021600005,2016-10-26,2016-17,1610612754,IND,265,117.0,1610612742,DAL,265,118.0
0021600004,2016-10-26,2016-17,1610612753,ORL,179,72.0,1610612748,MIA,179,73.0
0021600008,2016-10-26,2016-17,1610612749,MIL,135,51.0,1610612766,CHA,135,53.0
0021600014,2016-10-27,2016-17,1610612737,ATL,201,89.0,1610612764,WAS,201,89.0
0021600015,2016-10-27,2016-17,1610612741,CHI,226,95.0,1610612738,BOS,226,94.0
0021600016,2016-10-27,2016-17,1610612758,SAC,228,88.0,1610612759,SAS,228,88.0
0021600017,2016-10-27,2016-17,1610612757,POR,217,90.0,1610612746,LAC,217,89.0
0021600023,2016-10-28,2016-17,1610612742,DAL,205,80.0,1610612745,HOU,205,80.0
0021600025,2016-10-28,2016-17,1610612740,NOP,186,82.0,1610612744,GSW,186,83.0
0021600024,2016-10-28,2016-17,1610612762,UTA,235,95.0,1610612747,LAL,235,95.0
0021600022,2016-10-28,2016-17,1610612748,MIA,224,89.0,1610612766,CHA,224,89.0
0021600019,2016-10-28,2016-17,1610612751,BKN,221,91.0,1610612754,IND,221,91.0
0021600020,2016-10-28,2016-17,1610612765,DET,121,47.0,1610612753,ORL,121,47.0
0021600018,2016-10-28,2016-17,1610612761,TOR,240,96.0,1610612739,CLE,240,95.0
0021600021,2016-10-28,2016-17,1610612760,OKC,265,114.0,1610612756,PHX,265,116.0
0021600026,2016-10-29,2016-17,1610612755,PHI,140,60.0,1610612737,ATL,140,62.0
0021600027,2016-10-29,2016-17,1610612766,CHA,215,84.0,1610612738,BOS,215,85.0
0021600028,2016-10-29,2016-17,1610612752,NYK,208,80.0,1610612763,MEM,208,79.0
0021600029,2016-10-29,2016-17,1610612739,CLE,157,66.0,1610612753,ORL,157,63.0
0021600030,2016-10-29,2016-17,1610612741,CHI,125,47.0,1610612754,IND,125,46.0
0021600031,2016-10-29,2016-17,1610612749,MIL,240,103.0,1610612751,BKN,240,104.0
