game_id,game_date,season,team_id_home,team_abbreviation_home,minutes_home,possessions_home,team_id_road,team_abbreviation_road,minutes_road,possessions_road
0021200032,2012-11-03,2012-13,1610612745,HOU,25,9.0,1610612757,POR,25,10.0
0021200028,2012-11-03,2012-13,1610612754,IND,50,19.0,1610612758,SAC,50,18.0
0021200054,2012-11-07,2012-13,1610612738,BOS,25,12.0,1610612764,WAS,25,11.0
0021200089,2012-11-10,2012-13,1610612744,GSW,50,20.0,1610612743,DEN,50,22.0
0021200083,2012-11-10,2012-13,1610612766,CHA,25,12.0,1610612742,DAL,25,11.0
0021200095,2012-11-12,2012-13,1610612761,TOR,75,28.0,1610612762,UTA,75,27.0
0021200116,2012-11-14,2012-13,1610612756,PHX,25,9.0,1610612741,CHI,25,9.0
0021200129,2012-11-16,2012-13,1610612757,POR,25,6.0,1610612745,HOU,25,7.0
0021200151,2012-11-19,2012-13,1610612742,DAL,25,11.0,1610612744,GSW,25,11.0
0021200164,2012-11-21,2012-13,1610612760,OKC,25,12.0,1610612746,LAC,25,11.0
0021200163,2012-11-21,2012-13,1610612748,MIA,25,12.0,1610612749,MIL,25,12.0
0021200162,2012-11-21,2012-13,1610612737,ATL,25,9.0,1610612764,WAS,25,9.0
0021200160,2012-11-21,2012-13,1610612754,IND,25,11.0,1610612740,NOH,25,11.0
0021200181,2012-11-23,2012-13,1610612756,PHX,25,9.0,1610612740,NOH,25,9.0
0021200183,2012-11-24,2012-13,1610612755,PHI,25,10.0,1610612760,OKC,25,11.0
0021200184,2012-11-24,2012-13,1610612764,WAS,50,17.0,1610612766,CHA,50,17.0
0021200195,2012-11-25,2012-13,1610612753,ORL,25,11.0,1610612738,BOS,25,10.0
0021200191,2012-11-25,2012-13,1610612761,TOR,50,24.0,1610612759,SAS,50,25.0
0021200013,2012-11-26,2012-13,1610612751,BKN,25,9.0,1610612752,NYK,25,8.0
0021200234,2012-12-01,2012-13,1610612739,CLE,50,18.0,1610612757,POR,50,18.0
0021200239,2012-12-01,2012-13,1610612759,SAS,25,12.0,1610612763,MEM,25,11.0
0021200245,2012-12-03,2012-13,1610612766,CHA,25,14.0,1610612757,POR,25,15.0
