game_id,game_date,season,team_id_home,team_abbreviation_home,team_name_home,pts_qtr1_home,pts_qtr2_home,pts_qtr3_home,pts_qtr4_home,pts_ot_total_home,pts_home,team_id_road,team_abbreviation_road,team_name_road,pts_qtr1_road,pts_qtr2_road,pts_qtr3_road,pts_qtr4_road,pts_ot_total_road,pts_road
0020800001,2008-10-28,2008-09,1610612738,BOS,Celtics,22,21,24,23,0,90,1610612739,CLE,Cavaliers,28,22,13,22,0,85
0020800002,2008-10-28,2008-09,1610612741,CHI,Bulls,26,29,27,26,0,108,1610612749,MIL,Bucks,26,26,23,20,0,95
0020800003,2008-10-28,2008-09,1610612747,LAL,Lakers,24,25,23,24,0,96,1610612757,POR,Trail Blazers,14,20,19,23,0,76
0020800012,2008-10-29,2008-09,1610612745,HOU,Rockets,26,17,15,24,0,82,1610612763,MEM,Grizzlies,18,19,20,14,0,71
0020800013,2008-10-29,2008-09,1610612762,UTA,Jazz,28,22,25,23,0,98,1610612743,DEN,Nuggets,27,19,21,27,0,94
0020800005,2008-10-29,2008-09,1610612755,PHI,76ers,21,24,20,19,0,84,1610612761,TOR,Raptors,18,33,23,21,0,95
0020800009,2008-10-29,2008-09,1610612750,MIN,Timberwolves,33,23,20,22,0,98,1610612758,SAC,Kings,32,17,28,19,0,96
0020800007,2008-10-29,2008-09,1610612752,NYK,Knicks,28,32,31,29,0,120,1610612748,MIA,Heat,27,18,30,40,0,115
0020800011,2008-10-29,2008-09,1610612759,SAS,Spurs,16,30,27,25,0,98,1610612756,PHX,Suns,19,30,25,29,0,103
0020800014,2008-10-29,2008-09,1610612744,GSW,Warriors,34,23,27,19,0,103,1610612740,NOH,Hornets,27,29,29,23,0,108
0020800006,2008-10-29,2008-09,1610612764,WAS,Wizards,23,23,21,18,0,85,1610612751,NJN,Nets,23,21,25,26,0,95
0020800010,2008-10-29,2008-09,1610612760,OKC,Thunder,14,21,24,28,0,87,1610612749,MIL,Bucks,24,26,29,19,0,98
0020800015,2008-10-29,2008-09,1610612746,LAC,Clippers,27,17,13,22,0,79,1610612747,LAL,Lakers,30,29,26,32,0,117
0020800004,2008-10-29,2008-09,1610612753,ORL,Magic,13,27,15,30,0,85,1610612737,ATL,Hawks,26,21,27,25,0,99
0020800008,2008-10-29,2008-09,1610612765,DET,Pistons,23,27,25,25,0,100,1610612754,IND,Pacers,17,23,24,30,0,94
0020800018,2008-10-30,2008-09,1610612756,PHX,Suns,23,21,25,26,0,95,1610612740,NOH,Hornets,30,26,25,27,0,108
0020800017,2008-10-30,2008-09,1610612742,DAL,Mavericks,33,26,27,16,0,102,1610612745,HOU,Rockets,32,30,23,27,0,112
0020800016,2008-10-30,2008-09,1610612739,CLE,Cavaliers,25,25,18,28,0,96,1610612766,CHA,Bobcats,16,17,26,20,0,79
0020800020,2008-10-31,2008-09,1610612761,TOR,Raptors,28,23,24,21,16,112,1610612744,GSW,Warriors,22,28,23,23,12,108
0020800022,2008-10-31,2008-09,1610612738,BOS,Celtics,24,25,21,26,0,96,1610612741,CHI,Bulls,13,18,23,26,0,80
0020800019,2008-10-31,2008-09,1610612755,PHI,76ers,31,29,31,25,0,116,1610612752,NYK,Knicks,24,24,24,15,0,87
0020800024,2008-10-31,2008-09,1610612746,LAC,Clippers,28,27,21,18,9,103,1610612743,DEN,Nuggets,20,17,31,26,19,113
0020800025,2008-10-31,2008-09,1610612757,POR,Trail Blazers,21,30,27,22,0,100,1610612759,SAS,Spurs,22,23,25,29,0,99
0020800023,2008-10-31,2008-09,1610612763,MEM,Grizzlies,26,17,18,25,0,86,1610612753,ORL,Magic,25,30,13,16,0,84
0020800021,2008-10-31,2008-09,1610612748,MIA,Heat,22,27,29,25,0,103,1610612758,SAC,Kings,14,17,16,30,0,77
0020800038,2008-11-01,2008-09,1610612762,UTA,Jazz,24,24,27,26,0,101,1610612746,LAC,Clippers,25,23,12,19,0,79
0020800039,2008-11-01,2008-09,1610612756,PHX,Suns,29,20,31,27,0,107,1610612757,POR,Trail Blazers,23,27,22,24,0,96
0020800035,2008-11-01,2008-09,1610612745,HOU,Rockets,20,22,23,24,0,89,1610612760,OKC,Thunder,17,24,18,18,0,77
0020800026,2008-11-01,2008-09,1610612737,ATL,Hawks,18,26,22,29,0,95,1610612755,PHI,76ers,34,23,18,13,0,88
0020800030,2008-11-01,2008-09,1610612765,DET,Pistons,31,20,30,36,0,117,1610612764,WAS,Wizards,21,31,24,33,0,109
0020800034,2008-11-01,2008-09,1610612741,CHI,Bulls,19,23,33,21,0,96,1610612763,MEM,Grizzlies,19,31,20,16,0,86
0020800037,2008-11-01,2008-09,1610612743,DEN,Nuggets,21,31,24,21,0,97,1610612747,LAL,Lakers,23,23,30,28,0,104
0020800031,2008-11-01,2008-09,1610612751,NJN,Nets,25,26,18,28,0,97,1610612744,GSW,Warriors,24,28,33,20,0,105
0020800033,2008-11-01,2008-09,1610612740,NOH,Hornets,19,30,24,31,0,104,1610612739,CLE,Cavaliers,27,21,24,20,0,92
0020800032,2008-11-01,2008-09,1610612750,MIN,Timberwolves,20,29,15,21,0,85,1610612742,DAL,Mavericks,31,22,14,28,0,95
0020800029,2008-11-01,2008-09,1610612753,ORL,Magic,32,27,29,33,0,121,1610612758,SAC,Kings,28,21,27,27,0,103
0020800036,2008-11-01,2008-09,1610612749,MIL,Bucks,22,17,21,27,0,87,1610612761,TOR,Raptors,24,17,29,21,0,91
0020800028,2008-11-01,2008-09,1610612754,IND,Pacers,27,21,21,26,0,95,1610612738,BOS,Celtics,17,24,17,21,0,79
0020800027,2008-11-01,2008-09,1610612766,CHA,Bobcats,24,28,25,23,0,100,1610612748,MIA,Heat,18,23,27,19,0,87
0020800041,2008-11-02,2008-09,1610612760,OKC,Thunder,20,26,24,18,0,88,1610612750,MIN,Timberwolves,20,27,26,12,0,85
0020800040,2008-11-02,2008-09,1610612752,NYK,Knicks,23,22,16,25,0,86,1610612749,MIL,Bucks,27,22,26,19,0,94
0020800043,2008-11-03,2008-09,1610612753,ORL,Magic,31,19,26,20,0,96,1610612741,CHI,Bulls,21,26,21,25,0,93
0020800044,2008-11-03,2008-09,1610612755,PHI,76ers,35,33,25,32,0,125,1610612758,SAC,Kings,23,25,17,26,0,91
0020800047,2008-11-03,2008-09,1610612746,LAC,Clippers,20,15,25,13,0,73,1610612762,UTA,Jazz,16,20,29,24,0,89
0020800046,2008-11-03,2008-09,1610612742,DAL,Mavericks,16,26,24,15,0,81,1610612739,CLE,Cavaliers,28,23,21,28,0,100
0020800045,2008-11-03,2008-09,1610612763,MEM,Grizzlies,29,20,24,17,0,90,1610612744,GSW,Warriors,24,21,22,12,0,79
