game_id,game_date,season,team_id_home,team_abbreviation_home,team_name_home,pts_qtr1_home,pts_qtr2_home,pts_qtr3_home,pts_qtr4_home,pts_ot_total_home,pts_home,team_id_road,team_abbreviation_road,team_name_road,pts_qtr1_road,pts_qtr2_road,pts_qtr3_road,pts_qtr4_road,pts_ot_total_road,pts_road
0021100003,2011-12-25,2011-12,1610612747,LAL,Lakers,20,29,20,18,0,87,1610612741,CHI,Bulls,22,34,12,20,0,88
0021100002,2011-12-25,2011-12,1610612742,DAL,Mavericks,17,24,24,29,0,94,1610612748,MIA,Heat,32,30,35,8,0,105
0021100005,2011-12-25,2011-12,1610612744,GSW,Warriors,20,23,25,18,0,86,1610612746,LAC,Clippers,24,17,34,30,0,105
0021100001,2011-12-25,2011-12,1610612752,NYK,Knicks,34,28,17,27,0,106,1610612738,BOS,Celtics,23,29,35,17,0,104
0021100004,2011-12-25,2011-12,1610612760,OKC,Thunder,27,28,26,16,0,97,1610612753,ORL,Magic,22,19,22,26,0,89
0021100008,2011-12-26,2011-12,1610612753,ORL,Magic,27,26,24,27,0,104,1610612745,HOU,Rockets,23,27,23,22,0,95
0021100016,2011-12-26,2011-12,1610612757,POR,Trail Blazers,26,22,29,30,0,107,1610612755,PHI,76ers,15,29,28,31,0,103
0021100011,2011-12-26,2011-12,1610612750,MIN,Timberwolves,24,22,26,28,0,100,1610612760,OKC,Thunder,23,29,26,26,0,104
0021100014,2011-12-26,2011-12,1610612756,PHX,Suns,20,21,24,19,0,84,1610612740,NOH,Hornets,23,24,15,23,0,85
0021100007,2011-12-26,2011-12,1610612766,CHA,Bobcats,19,22,30,25,0,96,1610612749,MIL,Bucks,27,25,14,29,0,95
0021100015,2011-12-26,2011-12,1610612758,SAC,Kings,21,28,29,22,0,100,1610612747,LAL,Lakers,20,20,24,27,0,91
0021100017,2011-12-26,2011-12,1610612744,GSW,Warriors,30,27,21,21,0,99,1610612741,CHI,Bulls,22,19,20,30,0,91
0021100009,2011-12-26,2011-12,1610612739,CLE,Cavaliers,23,19,28,26,0,96,1610612761,TOR,Raptors,23,29,26,26,0,104
0021100006,2011-12-26,2011-12,1610612764,WAS,Wizards,26,19,22,17,0,84,1610612751,NJN,Nets,13,24,29,24,0,90
0021100010,2011-12-26,2011-12,1610612754,IND,Pacers,26,26,24,15,0,91,1610612765,DET,Pistons,17,21,20,21,0,79
0021100013,2011-12-26,2011-12,1610612759,SAS,Spurs,14,29,29,23,0,95,1610612763,MEM,Grizzlies,22,22,14,24,0,82
0021100012,2011-12-26,2011-12,1610612742,DAL,Mavericks,23,19,26,25,0,93,1610612743,DEN,Nuggets,32,37,28,18,0,115
0021100018,2011-12-27,2011-12,1610612751,NJN,Nets,11,19,25,15,0,70,1610612737,ATL,Hawks,28,24,25,29,0,106
0021100019,2011-12-27,2011-12,1610612748,MIA,Heat,30,39,22,24,0,115,1610612738,BOS,Celtics,27,27,29,24,0,107
0021100022,2011-12-27,2011-12,1610612747,LAL,Lakers,18,23,30,25,0,96,1610612762,UTA,Jazz,17,14,15,25,0,71
0021100020,2011-12-27,2011-12,1610612749,MIL,Bucks,32,28,19,19,0,98,1610612750,MIN,Timberwolves,30,18,20,27,0,95
0021100021,2011-12-27,2011-12,1610612757,POR,Trail Blazers,23,23,28,27,0,101,1610612758,SAC,Kings,25,21,19,14,0,79
0021100030,2011-12-28,2011-12,1610612743,DEN,Nuggets,28,35,25,29,0,117,1610612762,UTA,Jazz,23,23,20,34,0,100
0021100027,2011-12-28,2011-12,1610612763,MEM,Grizzlies,20,29,21,25,0,95,1610612760,OKC,Thunder,23,31,18,26,0,98
0021100032,2011-12-28,2011-12,1610612744,GSW,Warriors,21,16,27,28,0,92,1610612752,NYK,Knicks,23,20,21,14,0,78
0021100023,2011-12-28,2011-12,1610612761,TOR,Raptors,11,23,21,30,0,85,1610612754,IND,Pacers,18,20,25,27,0,90
0021100031,2011-12-28,2011-12,1610612756,PHX,Suns,18,16,20,29,0,83,1610612755,PHI,76ers,25,23,32,23,0,103
0021100024,2011-12-28,2011-12,1610612766,CHA,Bobcats,32,28,10,25,0,95,1610612748,MIA,Heat,20,25,24,27,0,96
0021100029,2011-12-28,2011-12,1610612759,SAS,Spurs,26,32,38,19,0,115,1610612746,LAC,Clippers,19,35,17,19,0,90
0021100028,2011-12-28,2011-12,1610612740,NOH,Hornets,24,24,24,25,0,97,1610612738,BOS,Celtics,18,21,24,15,0,78
0021100026,2011-12-28,2011-12,1610612765,DET,Pistons,23,16,30,20,0,89,1610612739,CLE,Cavaliers,25,25,29,26,0,105
0021100025,2011-12-28,2011-12,1610612737,ATL,Hawks,26,29,30,16,0,101,1610612764,WAS,Wizards,17,25,22,19,0,83
0021100038,2011-12-29,2011-12,1610612747,LAL,Lakers,31,32,17,19,0,99,1610612752,NYK,Knicks,24,27,21,10,0,82
0021100033,2011-12-29,2011-12,1610612753,ORL,Magic,28,22,25,19,0,94,1610612751,NJN,Nets,16,28,18,16,0,78
0021100037,2011-12-29,2011-12,1610612757,POR,Trail Blazers,30,23,30,28,0,111,1610612743,DEN,Nuggets,17,36,26,23,0,102
0021100034,2011-12-29,2011-12,1610612745,HOU,Rockets,23,30,25,27,0,105,1610612759,SAS,Spurs,18,17,24,26,0,85
0021100036,2011-12-29,2011-12,1610612758,SAC,Kings,24,29,22,23,0,98,1610612741,CHI,Bulls,30,30,25,23,0,108
0021100035,2011-12-29,2011-12,1610612760,OKC,Thunder,28,28,22,26,0,104,1610612742,DAL,Mavericks,29,23,24,26,0,102
0021100043,2011-12-30,2011-12,1610612763,MEM,Grizzlies,30,27,31,25,0,113,1610612745,HOU,Rockets,28,23,16,26,0,93
0021100041,2011-12-30,2011-12,1610612738,BOS,Celtics,24,26,36,10,0,96,1610612765,DET,Pistons,22,21,21,21,0,85
0021100045,2011-12-30,2011-12,1610612750,MIN,Timberwolves,20,33,22,26,0,101,1610612748,MIA,Heat,31,20,31,21,0,103
0021100048,2011-12-30,2011-12,1610612762,UTA,Jazz,22,31,18,31,0,102,1610612755,PHI,76ers,29,22,22,26,0,99
0021100046,2011-12-30,2011-12,1610612749,MIL,Bucks,36,29,13,24,0,102,1610612764,WAS,Wizards,24,17,26,14,0,81
0021100049,2011-12-30,2011-12,1610612746,LAC,Clippers,28,24,25,24,0,101,1610612741,CHI,Bulls,29,28,26,31,0,114
0021100042,2011-12-30,2011-12,1610612737,ATL,Hawks,20,23,33,29,0,105,1610612751,NJN,Nets,19,18,35,26,0,98
0021100040,2011-12-30,2011-12,1610612754,IND,Pacers,22,23,25,14,14,98,1610612739,CLE,Cavaliers,24,23,14,23,7,91
0021100039,2011-12-30,2011-12,1610612766,CHA,Bobcats,23,20,19,17,0,79,1610612753,ORL,Magic,29,27,19,25,0,100
0021100044,2011-12-30,2011-12,1610612740,NOH,Hornets,22,23,16,17,0,78,1610612756,PHX,Suns,22,30,23,18,0,93
0021100047,2011-12-30,2011-12,1610612742,DAL,Mavericks,29,21,27,22,0,99,1610612761,TOR,Raptors,23,23,24,16,0,86
0021100050,2011-12-31,2011-12,1610612747,LAL,Lakers,22,24,23,23,0,92,1610612743,DEN,Nuggets,23,22,26,18,0,89
0021100054,2011-12-31,2011-12,1610612758,SAC,Kings,20,22,23,27,0,92,1610612752,NYK,Knicks,35,21,22,36,0,114
0021100051,2011-12-31,2011-12,1610612765,DET,Pistons,21,31,30,14,0,96,1610612754,IND,Pacers,18,26,20,24,0,88
0021100052,2011-12-31,2011-12,1610612745,HOU,Rockets,31,20,21,23,0,95,1610612737,ATL,Hawks,22,22,16,24,0,84
0021100056,2011-12-31,2011-12,1610612744,GSW,Warriors,25,17,12,25,0,79,1610612755,PHI,76ers,19,31,22,35,0,107
0021100055,2011-12-31,2011-12,1610612759,SAS,Spurs,23,31,29,21,0,104,1610612762,UTA,Jazz,18,21,21,29,0,89
0021100053,2011-12-31,2011-12,1610612760,OKC,Thunder,27,33,29,18,0,107,1610612756,PHX,Suns,22,24,21,30,0,97
0021100061,2012-01-01,2011-12,1610612750,MIN,Timberwolves,25,25,24,25,0,99,1610612742,DAL,Mavericks,25,16,28,13,0,82
0021100062,2012-01-01,2011-12,1610612741,CHI,Bulls,25,29,30,20,0,104,1610612763,MEM,Grizzlies,12,16,16,20,0,64
0021100057,2012-01-01,2011-12,1610612764,WAS,Wizards,17,17,26,26,0,86,1610612738,BOS,Celtics,28,23,22,21,0,94
0021100058,2012-01-01,2011-12,1610612753,ORL,Magic,18,29,23,32,0,102,1610612761,TOR,Raptors,27,25,29,15,0,96
0021100064,2012-01-01,2011-12,1610612758,SAC,Kings,21,17,30,28,0,96,1610612740,NOH,Hornets,22,18,18,22,0,80
0021100059,2012-01-01,2011-12,1610612748,MIA,Heat,33,32,27,37,0,129,1610612766,CHA,Bobcats,15,22,27,26,0,90
0021100060,2012-01-01,2011-12,1610612739,CLE,Cavaliers,24,19,30,25,0,98,1610612751,NJN,Nets,27,22,18,15,0,82
0021100065,2012-01-01,2011-12,1610612746,LAC,Clippers,21,23,25,24,0,93,1610612757,POR,Trail Blazers,17,19,16,36,0,88
0021100063,2012-01-01,2011-12,1610612743,DEN,Nuggets,26,21,25,27,0,99,1610612747,LAL,Lakers,21,15,35,19,0,90
0021100067,2012-01-02,2011-12,1610612738,BOS,Celtics,23,24,22,31,0,100,1610612764,WAS,Wizards,24,24,22,22,0,92
0021100072,2012-01-02,2011-12,1610612750,MIN,Timberwolves,35,31,28,12,0,106,1610612759,SAS,Spurs,25,34,21,16,0,96
0021100068,2012-01-02,2011-12,1610612751,NJN,Nets,21,21,22,30,0,94,1610612754,IND,Pacers,29,19,29,31,0,108
