game_id,game_date,season,team_id_home,team_abbreviation_home,team_name_home,pts_qtr1_home,pts_qtr2_home,pts_qtr3_home,pts_qtr4_home,pts_ot_total_home,pts_home,team_id_road,team_abbreviation_road,team_name_road,pts_qtr1_road,pts_qtr2_road,pts_qtr3_road,pts_qtr4_road,pts_ot_total_road,pts_road
0022100002,2021-10-19,2021-22,1610612747,LAL,Lakers,34,25,26,29,0,114,1610612744,GSW,Warriors,32,21,30,38,0,121
0022100001,2021-10-19,2021-22,1610612749,MIL,Bucks,37,29,31,30,0,127,1610612751,BKN,Nets,25,34,26,19,0,104
0022100003,2021-10-20,2021-22,1610612766,CHA,Hornets,27,32,33,31,0,123,1610612754,IND,Pacers,38,37,13,34,0,122
0022100009,2021-10-20,2021-22,1610612740,NOP,Pelicans,25,28,17,27,0,97,1610612755,PHI,76ers,29,24,28,36,0,117
0022100005,2021-10-20,2021-22,1610612752,NYK,Knicks,29,25,32,30,22,138,1610612738,BOS,Celtics,35,23,24,34,18,134
0022100013,2021-10-20,2021-22,1610612757,POR,Trail Blazers,23,26,36,36,0,121,1610612758,SAC,Kings,24,38,38,24,0,124
0022100008,2021-10-20,2021-22,1610612750,MIN,Timberwolves,32,40,27,25,0,124,1610612745,HOU,Rockets,21,24,26,35,0,106
0022100011,2021-10-20,2021-22,1610612762,UTA,Jazz,27,27,29,24,0,107,1610612760,OKC,Thunder,18,24,21,23,0,86
0022100006,2021-10-20,2021-22,1610612761,TOR,Raptors,18,19,22,24,0,83,1610612764,WAS,Wizards,26,31,24,17,0,98
0022100004,2021-10-20,2021-22,1610612765,DET,Pistons,20,24,25,19,0,88,1610612741,CHI,Bulls,14,26,31,23,0,94
0022100010,2021-10-20,2021-22,1610612759,SAS,Spurs,32,29,33,29,0,123,1610612753,ORL,Magic,28,21,22,26,0,97
0022100007,2021-10-20,2021-22,1610612763,MEM,Grizzlies,32,41,21,38,0,132,1610612739,CLE,Cavaliers,32,29,29,31,0,121
0022100012,2021-10-20,2021-22,1610612756,PHX,Suns,20,38,24,16,0,98,1610612743,DEN,Nuggets,26,25,34,25,0,110
0022100015,2021-10-21,2021-22,1610612748,MIA,Heat,40,32,33,32,0,137,1610612749,MIL,Bucks,17,26,26,26,0,95
0022100014,2021-10-21,2021-22,1610612737,ATL,Hawks,22,29,35,27,0,113,1610612742,DAL,Mavericks,20,24,20,23,0,87
0022100016,2021-10-21,2021-22,1610612744,GSW,Warriors,44,22,24,25,0,115,1610612746,LAC,Clippers,27,40,26,20,0,113
0022100024,2021-10-22,2021-22,1610612743,DEN,Nuggets,26,27,26,23,0,102,1610612759,SAS,Spurs,22,28,20,26,0,96
0022100025,2021-10-22,2021-22,1610612747,LAL,Lakers,26,18,23,38,0,105,1610612756,PHX,Suns,23,34,37,21,0,115
0022100017,2021-10-22,2021-22,1610612739,CLE,Cavaliers,30,29,30,23,0,112,1610612766,CHA,Hornets,27,27,36,33,0,123
0022100022,2021-10-22,2021-22,1610612741,CHI,Bulls,28,37,27,36,0,128,1610612740,NOP,Pelicans,17,30,28,37,0,112
0022100021,2021-10-22,2021-22,1610612755,PHI,76ers,34,28,29,18,0,109,1610612751,BKN,Nets,28,27,30,29,0,114
0022100018,2021-10-22,2021-22,1610612753,ORL,Magic,16,19,29,32,0,96,1610612752,NYK,Knicks,36,29,21,35,0,121
0022100020,2021-10-22,2021-22,1610612738,BOS,Celtics,23,24,17,19,0,83,1610612761,TOR,Raptors,23,28,33,31,0,115
0022100019,2021-10-22,2021-22,1610612764,WAS,Wizards,32,41,33,17,12,135,1610612754,IND,Pacers,36,37,23,27,11,134
0022100023,2021-10-22,2021-22,1610612745,HOU,Rockets,34,35,31,24,0,124,1610612760,OKC,Thunder,21,26,26,18,0,91
0022100026,2021-10-22,2021-22,1610612758,SAC,Kings,26,26,28,21,0,101,1610612762,UTA,Jazz,24,22,35,29,0,110
0022100030,2021-10-23,2021-22,1610612741,CHI,Bulls,31,23,25,18,0,97,1610612765,DET,Pistons,28,15,11,28,0,82
0022100031,2021-10-23,2021-22,1610612750,MIN,Timberwolves,28,26,15,27,0,96,1610612740,NOP,Pelicans,27,14,26,22,0,89
0022100028,2021-10-23,2021-22,1610612754,IND,Pacers,28,28,8,22,16,102,1610612748,MIA,Heat,24,22,17,23,5,91
0022100029,2021-10-23,2021-22,1610612761,TOR,Raptors,25,26,21,23,0,95,1610612742,DAL,Mavericks,18,27,29,29,0,103
0022100027,2021-10-23,2021-22,1610612739,CLE,Cavaliers,24,28,31,18,0,101,1610612737,ATL,Hawks,27,28,17,23,0,95
0022100034,2021-10-23,2021-22,1610612746,LAC,Clippers,34,28,27,25,0,114,1610612763,MEM,Grizzlies,25,34,38,23,0,120
0022100032,2021-10-23,2021-22,1610612759,SAS,Spurs,32,20,29,30,0,111,1610612749,MIL,Bucks,32,24,29,36,0,121
0022100033,2021-10-23,2021-22,1610612757,POR,Trail Blazers,30,37,39,28,0,134,1610612756,PHX,Suns,24,23,34,24,0,105
0022100038,2021-10-24,2021-22,1610612760,OKC,Thunder,26,25,27,25,0,103,1610612755,PHI,76ers,36,23,28,28,0,115
0022100039,2021-10-24,2021-22,1610612758,SAC,Kings,31,31,26,19,0,107,1610612744,GSW,Warriors,29,31,30,29,0,119
0022100036,2021-10-24,2021-22,1610612752,NYK,Knicks,29,28,23,24,0,104,1610612753,ORL,Magic,27,25,22,36,0,110
0022100040,2021-10-24,2021-22,1610612747,LAL,Lakers,29,33,25,34,0,121,1610612763,MEM,Grizzlies,24,32,34,28,0,118
0022100037,2021-10-24,2021-22,1610612745,HOU,Rockets,30,21,21,25,0,97,1610612738,BOS,Celtics,22,31,36,18,0,107
0022100035,2021-10-24,2021-22,1610612751,BKN,Nets,31,27,20,17,0,95,1610612766,CHA,Hornets,27,23,29,32,0,111
0022100049,2021-10-25,2021-22,1610612746,LAC,Clippers,31,25,35,25,0,116,1610612757,POR,Trail Blazers,17,25,19,25,0,86
0022100045,2021-10-25,2021-22,1610612748,MIA,Heat,27,30,24,26,0,107,1610612753,ORL,Magic,15,29,26,20,0,90
0022100048,2021-10-25,2021-22,1610612743,DEN,Nuggets,24,22,24,17,0,87,1610612739,CLE,Cavaliers,29,21,25,24,0,99
