game_id,game_date,season,game_type,neutral_site,team_id_home,team_abbreviation_home,team_name_home,team_id_road,team_abbreviation_road,team_name_road,pts_home,pts_road,wl_home,fgm_home,fga_home,fg_pct_home,fg3m_home,fg3a_home,fg3_pct_home,ftm_home,fta_home,ft_pct_home,oreb_home,dreb_home,reb_home,ast_home,stl_home,blk_home,tov_home,pf_home,plus_minus_home,fgm_road,fga_road,fg_pct_road,fg3m_road,fg3a_road,fg3_pct_road,ftm_road,fta_road,ft_pct_road,oreb_road,dreb_road,reb_road,ast_road,stl_road,blk_road,tov_road,pf_road,plus_minus_road
0021500002,2015-10-27,2015-16,regular_season,False,1610612741,CHI,Chicago Bulls,1610612739,CLE,Cleveland Cavaliers,6,5,W,1,3,0.333,0,0,0.0,4,4,1.0,0,1,1,0,1,2,0,0,1,2,4,0.5,1,1,1.0,0,0,0.0,0,2,2,1,0,0,1,1,-1
0021500004,2015-10-28,2015-16,regular_season,False,1610612753,ORL,Orlando Magic,1610612764,WAS,Washington Wizards,9,8,W,4,15,0.267,1,3,0.333,0,0,0.0,4,6,10,3,1,0,2,2,1,3,10,0.3,0,5,0.0,2,2,1.0,1,3,4,0,0,2,1,1,-1
0021500007,2015-10-28,2015-16,regular_season,False,1610612765,DET,Detroit Pistons,1610612762,UTA,Utah Jazz,11,10,W,2,5,0.4,1,1,1.0,6,6,1.0,0,5,5,0,0,1,3,0,1,4,9,0.444,0,2,0.0,2,2,1.0,0,2,2,0,1,1,0,3,-1
0021500008,2015-10-28,2015-16,regular_season,False,1610612748,MIA,Miami Heat,1610612766,CHA,Charlotte Hornets,3,0,W,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-3
0021500009,2015-10-28,2015-16,regular_season,False,1610612761,TOR,Toronto Raptors,1610612754,IND,Indiana Pacers,12,9,W,4,7,0.571,0,0,0.0,4,5,0.8,1,4,5,0,0,1,2,5,3,3,7,0.429,0,0,0.0,3,5,0.6,0,2,2,2,0,0,0,3,-3
0021500013,2015-10-28,2015-16,regular_season,False,1610612760,OKC,Oklahoma City Thunder,1610612759,SAS,San Antonio Spurs,18,9,W,4,9,0.444,2,3,0.667,8,8,1.0,2,5,7,2,0,2,0,2,9,3,9,0.333,0,2,0.0,3,3,1.0,0,3,3,0,0,1,1,4,-9
0021500016,2015-10-28,2015-16,regular_season,False,1610612758,SAC,Sacramento Kings,1610612746,LAC,LA Clippers,4,13,L,2,7,0.286,0,2,0.0,0,0,0.0,0,3,3,2,0,0,2,4,-9,4,7,0.571,1,3,0.333,4,4,1.0,0,4,4,2,1,0,1,3,9
0021500017,2015-10-28,2015-16,regular_season,False,1610612747,LAL,Los Angeles Lakers,1610612750,MIN,Minnesota Timberwolves,5,6,L,1,6,0.167,1,1,1.0,2,4,0.5,1,4,5,1,0,2,0,1,-1,2,7,0.286,0,0,0.0,2,2,1.0,1,4,5,1,0,0,0,4,1
0021500018,2015-10-29,2015-16,regular_season,False,1610612754,IND,Indiana Pacers,1610612763,MEM,Memphis Grizzlies,6,12,L,1,4,0.25,1,3,0.333,3,4,0.75,0,3,3,1,0,0,0,1,-6,5,6,0.833,2,2,1.0,0,1,0.0,0,4,4,4,0,0,0,2,6
0021500027,2015-10-30,2015-16,regular_season,False,1610612749,MIL,Milwaukee Bucks,1610612764,WAS,Washington Wizards,7,19,L,2,5,0.4,0,1,0.0,3,3,1.0,1,1,2,1,0,0,1,4,-12,5,6,0.833,4,4,1.0,5,6,0.833,0,2,2,3,1,2,0,2,12
0021500026,2015-10-30,2015-16,regular_season,False,1610612737,ATL,Atlanta Hawks,1610612766,CHA,Charlotte Hornets,7,7,W,2,4,0.5,0,0,0.0,3,4,0.75,2,1,3,0,0,0,2,1,0,3,10,0.3,1,2,0.5,0,0,0.0,5,1,6,1,0,0,1,3,0
0021500022,2015-10-30,2015-16,regular_season,False,1610612753,ORL,Orlando Magic,1610612760,OKC,Oklahoma City Thunder,28,33,L,5,20,0.25,3,7,0.429,15,18,0.833,3,9,12,1,1,2,3,8,-5,12,26,0.462,3,9,0.333,6,8,0.75,5,10,15,4,1,6,1,11,5
0021500025,2015-10-30,2015-16,regular_season,False,1610612765,DET,Detroit Pistons,1610612741,CHI,Chicago Bulls,18,4,W,7,14,0.5,1,2,0.5,3,8,0.375,3,8,11,2,1,0,4,2,14,2,11,0.182,0,4,0.0,0,0,0.0,0,4,4,0,2,2,3,4,-14
0021500034,2015-10-31,2015-16,regular_season,False,1610612764,WAS,Washington Wizards,1610612752,NYK,New York Knicks,9,15,L,3,9,0.333,1,4,0.25,2,2,1.0,0,3,3,1,0,0,1,4,-6,4,8,0.5,2,2,1.0,5,5,1.0,1,5,6,2,0,0,1,1,6
0021500037,2015-10-31,2015-16,regular_season,False,1610612757,POR,Portland Trail Blazers,1610612756,PHX,Phoenix Suns,0,2,L,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2
0021500038,2015-10-31,2015-16,regular_season,False,1610612746,LAC,LA Clippers,1610612758,SAC,Sacramento Kings,13,6,W,2,4,0.5,0,0,0.0,9,11,0.818,1,3,4,0,0,1,1,0,7,3,8,0.375,0,1,0.0,0,0,0.0,3,1,4,2,1,0,1,6,-7
0021500043,2015-11-01,2015-16,regular_season,False,1610612741,CHI,Chicago Bulls,1610612753,ORL,Orlando Magic,9,6,W,1,7,0.143,0,3,0.0,7,8,0.875,2,2,4,1,2,1,1,1,3,3,9,0.333,0,3,0.0,0,0,0.0,2,3,5,1,0,1,2,6,-3
0021500039,2015-11-01,2015-16,regular_season,False,1610612766,CHA,Charlotte Hornets,1610612737,ATL,Atlanta Hawks,13,14,L,3,11,0.273,3,5,0.6,4,4,1.0,2,2,4,3,0,0,0,3,-1,3,7,0.429,2,3,0.667,6,6,1.0,2,4,6,2,0,2,1,3,1
0021500040,2015-11-01,2015-16,regular_season,False,1610612738,BOS,Boston Celtics,1610612759,SAS,San Antonio Spurs,1,8,L,0,2,0.0,0,1,0.0,1,1,1.0,1,0,1,0,1,1,1,2,-7,3,4,0.75,1,1,1.0,1,1,1.0,0,1,1,3,1,0,2,0,7
0021500052,2015-11-02,2015-16,regular_season,False,1610612746,LAC,LA Clippers,1610612756,PHX,Phoenix Suns,13,10,W,3,6,0.5,1,2,0.5,6,7,0.857,0,5,5,2,0,2,0,2,3,4,12,0.333,0,2,0.0,2,4,0.5,4,5,9,1,0,0,0,4,-3
0021500050,2015-11-02,2015-16,regular_season,False,1610612750,MIN,Minnesota Timberwolves,1610612757,POR,Portland Trail Blazers,6,7,L,2,7,0.286,1,2,0.5,1,3,0.333,1,5,6,1,1,1,4,1,-1,3,11,0.273,0,5,0.0,1,2,0.5,1,3,4,1,2,1,1,1,1
0021500047,2015-11-02,2015-16,regular_season,False,1610612751,BKN,Brooklyn Nets,1610612749,MIL,Milwaukee Bucks,5,10,L,1,8,0.125,0,1,0.0,3,5,0.6,1,2,3,0,1,0,1,4,-5,3,5,0.6,0,2,0.0,4,5,0.8,0,7,7,0,1,1,2,2,5
0021500049,2015-11-02,2015-16,regular_season,False,1610612745,HOU,Houston Rockets,1610612760,OKC,Oklahoma City Thunder,11,3,W,3,6,0.5,2,5,0.4,3,3,1.0,1,4,5,1,0,1,0,1,8,0,7,0.0,0,6,0.0,3,4,0.75,2,2,4,0,0,0,0,3,-8
0021500055,2015-11-03,2015-16,regular_season,False,1610612748,MIA,Miami Heat,1610612737,ATL,Atlanta Hawks,0,5,L,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,2,-5,1,1,1.0,0,0,0.0,3,3,1.0,0,0,0,1,0,0,0,0,5
0021500056,2015-11-03,2015-16,regular_season,False,1610612740,NOP,New Orleans Pelicans,1610612753,ORL,Orlando Magic,0,2,L,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,0,-2,1,3,0.333,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2
0021500057,2015-11-03,2015-16,regular_season,False,1610612742,DAL,Dallas Mavericks,1610612761,TOR,Toronto Raptors,0,7,L,0,3,0.0,0,1,0.0,0,0,0.0,1,1,2,0,0,1,0,0,-7,2,4,0.5,1,1,1.0,2,2,1.0,0,2,2,1,0,0,0,0,7
0021500059,2015-11-03,2015-16,regular_season,False,1610612747,LAL,Los Angeles Lakers,1610612743,DEN,Denver Nuggets,0,1,L,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-1,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,1
0021500066,2015-11-04,2015-16,regular_season,False,1610612760,OKC,Oklahoma City Thunder,1610612761,TOR,Toronto Raptors,4,11,L,0,5,0.0,0,2,0.0,4,5,0.8,0,0,0,0,1,0,1,3,-7,2,3,0.667,0,0,0.0,7,7,1.0,1,6,7,0,1,0,1,3,7
