game_id,game_date,season,team_id_home,team_abbreviation_home,team_name_home,pts_qtr1_home,pts_qtr2_home,pts_qtr3_home,pts_qtr4_home,pts_ot_total_home,pts_home,team_id_road,team_abbreviation_road,team_name_road,pts_qtr1_road,pts_qtr2_road,pts_qtr3_road,pts_qtr4_road,pts_ot_total_road,pts_road
0021600002,2016-10-25,2016-17,1610612757,POR,Trail Blazers,26,28,23,36,0,113,1610612762,UTA,Jazz,26,20,37,21,0,104
0021600001,2016-10-25,2016-17,1610612739,CLE,Cavaliers,28,20,34,35,0,117,1610612752,NYK,Knicks,18,27,19,24,0,88
0021600003,2016-10-25,2016-17,1610612744,GSW,Warriors,20,26,31,23,0,100,1610612759,SAS,Spurs,31,33,33,32,0,129
0021600009,2016-10-26,2016-17,1610612763,MEM,Grizzlies,29,21,26,26,0,102,1610612750,MIN,Timberwolves,32,27,16,23,0,98
0021600010,2016-10-26,2016-17,1610612740,NOP,Pelicans,24,24,29,25,0,102,1610612743,DEN,Nuggets,30,30,25,22,0,107
0021600007,2016-10-26,2016-17,1610612761,TOR,Raptors,33,25,28,23,0,109,1610612765,DET,Pistons,23,23,25,20,0,91
0021600004,2016-10-26,2016-17,1610612753,ORL,Magic,27,26,16,27,0,96,1610612748,MIA,Heat,23,27,30,28,0,108
0021600006,2016-10-26,2016-17,1610612738,BOS,Celtics,33,31,33,25,0,122,1610612751,BKN,Nets,31,27,23,36,0,117
0021600011,2016-10-26,2016-17,1610612755,PHI,76ers,24,27,24,22,0,97,1610612760,OKC,Thunder,23,28,18,34,0,103
0021600005,2016-10-26,2016-17,1610612754,IND,Pacers,33,26,35,21,15,130,1610612742,DAL,Mavericks,21,31,33,30,6,121
0021600008,2016-10-26,2016-17,1610612749,MIL,Bucks,24,17,25,30,0,96,1610612766,CHA,Hornets,32,24,27,24,0,107
0021600013,2016-10-26,2016-17,1610612747,LAL,Lakers,38,25,27,30,0,120,1610612745,HOU,Rockets,38,33,25,18,0,114
0021600012,2016-10-26,2016-17,1610612756,PHX,Suns,19,19,29,27,0,94,1610612758,SAC,Kings,30,27,27,29,0,113
0021600014,2016-10-27,2016-17,1610612737,ATL,Hawks,29,28,24,33,0,114,1610612764,WAS,Wizards,27,29,24,19,0,99
0021600017,2016-10-27,2016-17,1610612757,POR,Trail Blazers,27,22,33,24,0,106,1610612746,LAC,Clippers,28,30,24,32,0,114
0021600015,2016-10-27,2016-17,1610612741,CHI,Bulls,30,27,22,26,0,105,1610612738,BOS,Celtics,20,29,24,26,0,99
0021600016,2016-10-27,2016-17,1610612758,SAC,Kings,29,28,14,23,0,94,1610612759,SAS,Spurs,27,26,23,26,0,102
0021600025,2016-10-28,2016-17,1610612740,NOP,Pelicans,22,28,31,33,0,114,1610612744,GSW,Warriors,32,27,33,30,0,122
0021600020,2016-10-28,2016-17,1610612765,DET,Pistons,24,30,32,22,0,108,1610612753,ORL,Magic,22,9,20,31,0,82
