game_id,game_date,season,team_id_home,team_abbreviation_home,team_name_home,pts_qtr1_home,pts_qtr2_home,pts_qtr3_home,pts_qtr4_home,pts_ot_total_home,pts_home,team_id_road,team_abbreviation_road,team_name_road,pts_qtr1_road,pts_qtr2_road,pts_qtr3_road,pts_qtr4_road,pts_ot_total_road,pts_road
0021700002,2017-10-17,2017-18,1610612744,GSW,Warriors,35,36,30,20,0,121,1610612745,HOU,Rockets,34,28,26,34,0,122
0021700001,2017-10-17,2017-18,1610612739,CLE,Cavaliers,29,25,18,30,0,102,1610612738,BOS,Celtics,19,19,33,28,0,99
0021700003,2017-10-18,2017-18,1610612765,DET,Pistons,29,27,26,20,0,102,1610612766,CHA,Hornets,27,18,25,20,0,90
0021700006,2017-10-18,2017-18,1610612764,WAS,Wizards,32,24,34,30,0,120,1610612755,PHI,76ers,23,36,23,33,0,115
0021700009,2017-10-18,2017-18,1610612742,DAL,Mavericks,24,23,35,29,0,111,1610612737,ATL,Hawks,27,31,24,35,0,117
0021700011,2017-10-18,2017-18,1610612759,SAS,Spurs,32,21,34,20,0,107,1610612750,MIN,Timberwolves,25,24,28,22,0,99
0021700013,2017-10-18,2017-18,1610612758,SAC,Kings,25,23,24,28,0,100,1610612745,HOU,Rockets,26,26,23,30,0,105
0021700008,2017-10-18,2017-18,1610612763,MEM,Grizzlies,27,27,25,24,0,103,1610612740,NOP,Pelicans,34,18,18,21,0,91
0021700010,2017-10-18,2017-18,1610612762,UTA,Jazz,21,28,29,28,0,106,1610612743,DEN,Nuggets,30,28,25,13,0,96
0021700004,2017-10-18,2017-18,1610612754,IND,Pacers,29,36,41,34,0,140,1610612751,BKN,Nets,30,33,35,33,0,131
0021700014,2017-10-19,2017-18,1610612761,TOR,Raptors,25,33,26,33,0,117,1610612741,CHI,Bulls,23,14,27,36,0,100
0021700015,2017-10-19,2017-18,1610612760,OKC,Thunder,27,26,26,26,0,105,1610612752,NYK,Knicks,24,18,17,25,0,84
0021700016,2017-10-19,2017-18,1610612747,LAL,Lakers,19,23,21,29,0,92,1610612746,LAC,Clippers,27,26,34,21,0,108
0021700022,2017-10-20,2017-18,1610612751,BKN,Nets,29,29,31,37,0,126,1610612753,ORL,Magic,27,28,36,30,0,121
0021700024,2017-10-20,2017-18,1610612742,DAL,Mavericks,23,23,14,28,0,88,1610612758,SAC,Kings,19,27,25,22,0,93
0021700020,2017-10-20,2017-18,1610612764,WAS,Wizards,29,29,33,24,0,115,1610612765,DET,Pistons,31,34,16,30,0,111
0021700021,2017-10-20,2017-18,1610612749,MIL,Bucks,25,24,24,24,0,97,1610612739,CLE,Cavaliers,25,30,31,30,0,116
0021700018,2017-10-20,2017-18,1610612754,IND,Pacers,25,27,21,23,0,96,1610612757,POR,Trail Blazers,31,31,29,23,0,114
0021700019,2017-10-20,2017-18,1610612755,PHI,76ers,21,29,22,20,0,92,1610612738,BOS,Celtics,24,22,23,33,0,102
0021700032,2017-10-21,2017-18,1610612745,HOU,Rockets,33,29,30,15,0,107,1610612742,DAL,Mavericks,20,19,19,33,0,91
0021700036,2017-10-21,2017-18,1610612762,UTA,Jazz,21,23,29,23,0,96,1610612760,OKC,Thunder,14,20,23,30,0,87
0021700035,2017-10-21,2017-18,1610612743,DEN,Nuggets,17,25,24,30,0,96,1610612758,SAC,Kings,18,16,18,27,0,79
0021700027,2017-10-21,2017-18,1610612761,TOR,Raptors,36,26,40,26,0,128,1610612755,PHI,76ers,19,30,22,23,0,94
0021700030,2017-10-21,2017-18,1610612752,NYK,Knicks,28,36,16,27,0,107,1610612765,DET,Pistons,19,32,28,32,0,111
0021700031,2017-10-21,2017-18,1610612741,CHI,Bulls,21,17,17,22,0,77,1610612759,SAS,Spurs,19,22,24,22,0,87
0021700037,2017-10-21,2017-18,1610612746,LAC,Clippers,23,35,32,40,0,130,1610612756,PHX,Suns,18,26,20,24,0,88
0021700038,2017-10-22,2017-18,1610612751,BKN,Nets,19,37,35,25,0,116,1610612737,ATL,Hawks,25,28,24,27,0,104
0021700039,2017-10-22,2017-18,1610612760,OKC,Thunder,23,31,21,38,0,113,1610612750,MIN,Timberwolves,28,33,27,27,0,115
0021700040,2017-10-22,2017-18,1610612747,LAL,Lakers,22,33,28,29,0,112,1610612740,NOP,Pelicans,34,34,26,25,0,119
0021700045,2017-10-23,2017-18,1610612742,DAL,Mavericks,24,38,22,19,0,103,1610612744,GSW,Warriors,40,25,34,34,0,133
0021700043,2017-10-23,2017-18,1610612745,HOU,Rockets,26,31,19,14,0,90,1610612763,MEM,Grizzlies,24,26,20,28,0,98
0021700047,2017-10-23,2017-18,1610612743,DEN,Nuggets,29,26,22,27,0,104,1610612764,WAS,Wizards,29,27,22,31,0,109
0021700048,2017-10-23,2017-18,1610612756,PHX,Suns,36,23,28,30,0,117,1610612758,SAC,Kings,17,34,25,39,0,115
0021700041,2017-10-23,2017-18,1610612765,DET,Pistons,22,21,24,19,0,86,1610612755,PHI,76ers,31,25,19,22,0,97
0021700044,2017-10-23,2017-18,1610612749,MIL,Bucks,18,35,30,20,0,103,1610612766,CHA,Hornets,25,29,23,17,0,94
0021700049,2017-10-24,2017-18,1610612739,CLE,Cavaliers,28,37,26,28,0,119,1610612741,CHI,Bulls,38,30,24,20,0,112
0021700052,2017-10-24,2017-18,1610612750,MIN,Timberwolves,20,41,23,23,0,107,1610612754,IND,Pacers,33,28,37,32,0,130
0021700051,2017-10-24,2017-18,1610612738,BOS,Celtics,30,24,23,33,0,110,1610612752,NYK,Knicks,17,16,27,29,0,89
0021700050,2017-10-24,2017-18,1610612753,ORL,Magic,30,31,26,38,0,125,1610612751,BKN,Nets,30,31,35,25,0,121
0021700060,2017-10-25,2017-18,1610612760,OKC,Thunder,30,24,32,28,0,114,1610612754,IND,Pacers,27,21,26,22,0,96
0021700061,2017-10-25,2017-18,1610612742,DAL,Mavericks,32,25,22,24,0,103,1610612763,MEM,Grizzlies,18,31,23,22,0,94
0021700057,2017-10-25,2017-18,1610612755,PHI,76ers,33,21,26,24,0,104,1610612745,HOU,Rockets,31,25,23,26,0,105
0021700058,2017-10-25,2017-18,1610612751,BKN,Nets,26,29,29,28,0,112,1610612739,CLE,Cavaliers,23,29,21,34,0,107
0021700059,2017-10-25,2017-18,1610612748,MIA,Heat,30,21,22,27,0,100,1610612759,SAS,Spurs,30,26,32,29,0,117
0021700056,2017-10-25,2017-18,1610612765,DET,Pistons,23,40,28,31,0,122,1610612750,MIN,Timberwolves,26,18,29,28,0,101
0021700064,2017-10-25,2017-18,1610612747,LAL,Lakers,23,22,24,23,10,102,1610612764,WAS,Wizards,18,31,30,13,7,99
0021700062,2017-10-25,2017-18,1610612756,PHX,Suns,23,25,23,26,0,97,1610612762,UTA,Jazz,13,28,18,29,0,88
0021700055,2017-10-25,2017-18,1610612766,CHA,Hornets,27,35,23,25,0,110,1610612743,DEN,Nuggets,23,16,29,25,0,93
0021700066,2017-10-26,2017-18,1610612763,MEM,Grizzlies,28,26,22,20,0,96,1610612742,DAL,Mavericks,14,21,33,23,0,91
0021700069,2017-10-26,2017-18,1610612758,SAC,Kings,40,30,17,19,0,106,1610612740,NOP,Pelicans,27,29,32,26,0,114
0021700068,2017-10-26,2017-18,1610612757,POR,Trail Blazers,24,29,26,24,0,103,1610612746,LAC,Clippers,30,32,18,24,0,104
0021700076,2017-10-27,2017-18,1610612747,LAL,Lakers,26,25,20,21,0,92,1610612761,TOR,Raptors,19,26,27,29,0,101
0021700070,2017-10-27,2017-18,1610612766,CHA,Hornets,30,16,28,19,0,93,1610612745,HOU,Rockets,27,29,22,31,0,109
0021700071,2017-10-27,2017-18,1610612753,ORL,Magic,32,29,34,19,0,114,1610612759,SAS,Spurs,18,16,30,23,0,87
0021700073,2017-10-27,2017-18,1610612752,NYK,Knicks,23,24,36,24,0,107,1610612751,BKN,Nets,28,14,24,20,0,86
0021700084,2017-10-28,2017-18,1610612746,LAC,Clippers,24,31,17,15,0,87,1610612765,DET,Pistons,27,18,22,28,0,95
0021700081,2017-10-28,2017-18,1610612742,DAL,Mavericks,23,33,22,32,0,110,1610612755,PHI,76ers,32,25,32,23,0,112
0021700077,2017-10-28,2017-18,1610612740,NOP,Pelicans,35,30,24,34,0,123,1610612739,CLE,Cavaliers,22,30,31,18,0,101
0021700079,2017-10-28,2017-18,1610612741,CHI,Bulls,23,8,22,16,0,69,1610612760,OKC,Thunder,26,24,32,19,0,101
0021700080,2017-10-28,2017-18,1610612763,MEM,Grizzlies,30,24,27,22,0,103,1610612745,HOU,Rockets,32,17,23,17,0,89
0021700083,2017-10-28,2017-18,1610612757,POR,Trail Blazers,29,32,31,22,0,114,1610612756,PHX,Suns,24,33,32,18,0,107
0021700082,2017-10-28,2017-18,1610612762,UTA,Jazz,31,25,19,21,0,96,1610612747,LAL,Lakers,16,29,19,17,0,81
0021700078,2017-10-28,2017-18,1610612748,MIA,Heat,26,19,18,27,0,90,1610612738,BOS,Celtics,21,26,27,22,0,96
0021700086,2017-10-29,2017-18,1610612754,IND,Pacers,26,27,15,29,0,97,1610612759,SAS,Spurs,24,24,16,30,0,94
0021700091,2017-10-29,2017-18,1610612744,GSW,Warriors,35,22,24,26,0,107,1610612765,DET,Pistons,27,25,30,33,0,115
0021700090,2017-10-29,2017-18,1610612739,CLE,Cavaliers,19,35,21,20,0,95,1610612752,NYK,Knicks,29,33,30,22,0,114
0021700087,2017-10-29,2017-18,1610612751,BKN,Nets,36,27,21,27,0,111,1610612743,DEN,Nuggets,29,31,40,24,0,124
0021700085,2017-10-29,2017-18,1610612737,ATL,Hawks,16,32,25,33,0,106,1610612749,MIL,Bucks,28,33,31,25,0,117
0021700092,2017-10-30,2017-18,1610612738,BOS,Celtics,30,24,26,28,0,108,1610612759,SAS,Spurs,26,23,18,27,0,94
0021700099,2017-10-30,2017-18,1610612757,POR,Trail Blazers,29,6,26,24,0,85,1610612761,TOR,Raptors,29,25,27,18,0,99
0021700093,2017-10-30,2017-18,1610612748,MIA,Heat,32,30,20,28,12,122,1610612750,MIN,Timberwolves,23,37,19,31,15,125
