game_id,game_date,season,game_type,neutral_site,team_id_home,team_abbreviation_home,team_name_home,team_id_road,team_abbreviation_road,team_name_road,pts_home,pts_road,wl_home,fgm_home,fga_home,fg_pct_home,fg3m_home,fg3a_home,fg3_pct_home,ftm_home,fta_home,ft_pct_home,oreb_home,dreb_home,reb_home,ast_home,stl_home,blk_home,tov_home,pf_home,plus_minus_home,fgm_road,fga_road,fg_pct_road,fg3m_road,fg3a_road,fg3_pct_road,ftm_road,fta_road,ft_pct_road,oreb_road,dreb_road,reb_road,ast_road,stl_road,blk_road,tov_road,pf_road,plus_minus_road
0020400006,2004-11-03,2004-05,regular_season,False,1610612739,CLE,Cleveland Cavaliers,1610612754,IND,Indiana Pacers,19,24,L,6,14,0.429,0,2,0.0,7,10,0.7,2,4,6,5,0,1,1,4,-5,9,18,0.5,2,4,0.5,4,4,1.0,2,6,8,2,1,2,0,6,5
0020400019,2004-11-04,2004-05,regular_season,False,1610612743,DEN,Denver Nuggets,1610612750,MIN,Minnesota Timberwolves,6,4,W,3,9,0.333,0,3,0.0,0,0,0.0,1,2,3,3,0,0,1,3,2,1,4,0.25,0,1,0.0,2,4,0.5,1,4,5,0,0,0,3,5,-2
0020400025,2004-11-05,2004-05,regular_season,False,1610612741,CHI,Chicago Bulls,1610612751,NJN,New Jersey Nets,12,17,L,3,16,0.188,1,5,0.2,5,8,0.625,5,6,11,2,2,1,5,8,-5,7,16,0.438,1,3,0.333,2,5,0.4,3,8,11,4,1,2,5,6,5
0020400038,2004-11-06,2004-05,regular_season,False,1610612745,HOU,Houston Rockets,1610612758,SAC,Sacramento Kings,11,8,W,3,5,0.6,2,2,1.0,3,8,0.375,0,4,4,3,0,0,0,0,3,4,12,0.333,0,3,0.0,0,0,0.0,3,4,7,4,0,1,0,4,-3
0020400045,2004-11-08,2004-05,regular_season,False,1610612742,DAL,Dallas Mavericks,1610612744,GSW,Golden State Warriors,13,10,W,4,11,0.364,0,0,0.0,5,6,0.833,3,5,8,0,1,0,0,1,3,4,9,0.444,2,4,0.5,0,2,0.0,1,4,5,3,0,1,1,4,-3
0020400047,2004-11-08,2004-05,regular_season,False,1610612746,LAC,Los Angeles Clippers,1610612765,DET,Detroit Pistons,13,16,L,4,15,0.267,1,4,0.25,4,4,1.0,2,5,7,3,0,0,4,6,-3,4,11,0.364,1,3,0.333,7,8,0.875,1,6,7,2,2,2,3,6,3
0020400060,2004-11-10,2004-05,regular_season,False,1610612755,PHI,Philadelphia 76ers,1610612751,NJN,New Jersey Nets,12,4,W,3,8,0.375,0,1,0.0,6,7,0.857,3,8,11,0,0,0,1,3,8,2,8,0.25,0,2,0.0,0,3,0.0,0,1,1,2,1,0,0,6,-8
0020400063,2004-11-10,2004-05,regular_season,False,1610612739,CLE,Cleveland Cavaliers,1610612756,PHX,Phoenix Suns,15,10,W,4,6,0.667,0,1,0.0,7,8,0.875,0,7,7,4,0,1,1,3,5,4,11,0.364,2,6,0.333,0,2,0.0,1,1,2,1,0,0,0,5,-5
0020400072,2004-11-12,2004-05,regular_season,False,1610612755,PHI,Philadelphia 76ers,1610612754,IND,Indiana Pacers,6,4,W,3,9,0.333,0,2,0.0,0,0,0.0,2,2,4,0,2,0,2,2,2,2,4,0.5,0,1,0.0,0,0,0.0,0,4,4,0,1,0,5,5,-2
0020400093,2004-11-14,2004-05,regular_season,False,1610612748,MIA,Miami Heat,1610612749,MIL,Milwaukee Bucks,19,17,W,8,19,0.421,3,8,0.375,0,3,0.0,3,5,8,4,0,3,3,2,2,6,15,0.4,3,5,0.6,2,2,1.0,1,10,11,5,2,0,4,5,-2
