game_id,game_date,season,team_id_home,team_abbreviation_home,team_name_home,pts_qtr1_home,pts_qtr2_home,pts_qtr3_home,pts_qtr4_home,pts_ot_total_home,pts_home,team_id_road,team_abbreviation_road,team_name_road,pts_qtr1_road,pts_qtr2_road,pts_qtr3_road,pts_qtr4_road,pts_ot_total_road,pts_road
0022300061,2023-10-24,2023-24,1610612743,DEN,Nuggets,34,29,24,32,0,119,1610612747,LAL,Lakers,20,34,26,27,0,107
0022300062,2023-10-24,2023-24,1610612744,GSW,Warriors,28,18,40,18,0,104,1610612756,PHX,Suns,28,33,19,28,0,108
0022300066,2023-10-25,2023-24,1610612753,ORL,Magic,29,25,33,29,0,116,1610612745,HOU,Rockets,20,23,26,17,0,86
0022300071,2023-10-25,2023-24,1610612763,MEM,Grizzlies,28,19,23,34,0,104,1610612740,NOP,Pelicans,25,32,25,29,0,111
0022300073,2023-10-25,2023-24,1610612759,SAS,Spurs,43,25,23,28,0,119,1610612742,DAL,Mavericks,36,28,32,30,0,126
0022300068,2023-10-25,2023-24,1610612748,MIA,Heat,26,32,25,20,0,103,1610612765,DET,Pistons,29,18,28,27,0,102
0022300072,2023-10-25,2023-24,1610612762,UTA,Jazz,24,34,29,27,0,114,1610612758,SAC,Kings,32,40,33,25,0,130
0022300067,2023-10-25,2023-24,1610612751,BKN,Nets,32,31,24,26,0,113,1610612739,CLE,Cavaliers,37,26,27,24,0,114
0022300064,2023-10-25,2023-24,1610612754,IND,Pacers,34,39,37,33,0,143,1610612764,WAS,Wizards,39,29,28,24,0,120
0022300070,2023-10-25,2023-24,1610612741,CHI,Bulls,35,20,27,22,0,104,1610612760,OKC,Thunder,33,28,30,33,0,124
0022300065,2023-10-25,2023-24,1610612752,NYK,Knicks,18,28,27,31,0,104,1610612738,BOS,Celtics,30,21,31,26,0,108
0022300074,2023-10-25,2023-24,1610612746,LAC,Clippers,29,38,32,24,0,123,1610612757,POR,Trail Blazers,20,27,26,38,0,111
0022300069,2023-10-25,2023-24,1610612761,TOR,Raptors,25,28,20,24,0,97,1610612750,MIN,Timberwolves,25,26,23,20,0,94
0022300063,2023-10-25,2023-24,1610612766,CHA,Hornets,25,26,27,38,0,116,1610612737,ATL,Hawks,29,23,21,37,0,110
0022300076,2023-10-26,2023-24,1610612747,LAL,Lakers,18,30,24,28,0,100,1610612756,PHX,Suns,30,22,32,11,0,95
0022300075,2023-10-26,2023-24,1610612749,MIL,Bucks,30,33,25,30,0,118,1610612755,PHI,76ers,23,31,31,32,0,117
0022300082,2023-10-27,2023-24,1610612741,CHI,Bulls,24,18,23,28,11,104,1610612761,TOR,Raptors,18,17,33,25,10,103
0022300077,2023-10-27,2023-24,1610612766,CHA,Hornets,21,26,28,24,0,99,1610612765,DET,Pistons,32,22,29,28,0,111
0022300079,2023-10-27,2023-24,1610612737,ATL,Hawks,31,30,31,28,0,120,1610612752,NYK,Knicks,35,34,31,26,0,126
0022300083,2023-10-27,2023-24,1610612759,SAS,Spurs,25,27,24,35,15,126,1610612745,HOU,Rockets,23,29,31,28,11,122
