game_id,game_date,season,game_type,home_or_road,neutral_site,team_id,team_tricode,team_name,starters_bench,minutes,points,team_city,team_slug,field_goals_made,field_goals_attempted,field_goals_percentage,three_pointers_made,three_pointers_attempted,three_pointers_percentage,free_throws_made,free_throws_attempted,free_throws_percentage,rebounds_offensive,rebounds_defensive,rebounds_total,assists,steals,blocks,turnovers,fouls_personal,team_id_home,team_abbreviation_home,team_name_home,team_id_road,team_abbreviation_road,team_name_road
0020600001,2006-10-31,2006-07,regular_season,home,False,1610612748,MIA,Heat,Bench,156:35,12,Miami,heat,5,17,0.294,0,4,0.0,2,3,0.667,0,7,7,4,2,0,7,10,1610612748,MIA,Miami Heat,1610612741,CHI,Chicago Bulls
0020600001,2006-10-31,2006-07,regular_season,home,False,1610612748,MIA,Heat,Starters,156:35,54,Miami,heat,20,48,0.417,3,13,0.231,11,19,0.579,4,18,22,9,4,3,14,14,1610612748,MIA,Miami Heat,1610612741,CHI,Chicago Bulls
0020600001,2006-10-31,2006-07,regular_season,road,False,1610612741,CHI,Bulls,Bench,128:33,55,Chicago,bulls,21,36,0.583,4,6,0.667,9,14,0.643,6,22,28,14,5,3,9,9,1610612748,MIA,Miami Heat,1610612741,CHI,Chicago Bulls
0020600001,2006-10-31,2006-07,regular_season,road,False,1610612741,CHI,Bulls,Starters,128:33,53,Chicago,bulls,18,43,0.419,3,7,0.429,14,18,0.778,7,14,21,8,5,2,7,12,1610612748,MIA,Miami Heat,1610612741,CHI,Chicago Bulls
0020600002,2006-10-31,2006-07,regular_season,home,False,1610612747,LAL,Lakers,Bench,157:36,42,Los Angeles,lakers,20,32,0.625,1,2,0.5,1,4,0.25,5,5,10,6,4,1,7,9,1610612747,LAL,Los Angeles Lakers,1610612756,PHX,Phoenix Suns
0020600002,2006-10-31,2006-07,regular_season,home,False,1610612747,LAL,Lakers,Starters,157:36,72,Los Angeles,lakers,26,51,0.51,5,10,0.5,15,20,0.75,7,26,33,24,7,0,13,10,1610612747,LAL,Los Angeles Lakers,1610612756,PHX,Phoenix Suns
0020600002,2006-10-31,2006-07,regular_season,road,False,1610612756,PHX,Suns,Bench,159:29,47,Phoenix,suns,16,28,0.571,7,12,0.583,8,12,0.667,0,5,5,7,6,1,10,12,1610612747,LAL,Los Angeles Lakers,1610612756,PHX,Phoenix Suns
0020600002,2006-10-31,2006-07,regular_season,road,False,1610612756,PHX,Suns,Starters,159:29,59,Phoenix,suns,24,49,0.49,6,18,0.333,5,5,1.0,4,20,24,22,1,4,11,13,1610612747,LAL,Los Angeles Lakers,1610612756,PHX,Phoenix Suns
0020600003,2006-11-01,2006-07,regular_season,home,False,1610612755,PHI,76ers,Bench,168:48,16,Philadelphia,sixers,7,18,0.389,0,4,0.0,2,2,1.0,2,11,13,2,3,1,2,10,1610612755,PHI,Philadelphia 76ers,1610612737,ATL,Atlanta Hawks
0020600003,2006-11-01,2006-07,regular_season,home,False,1610612755,PHI,76ers,Starters,168:48,72,Philadelphia,sixers,24,56,0.429,3,5,0.6,21,23,0.913,13,21,34,17,7,5,14,12,1610612755,PHI,Philadelphia 76ers,1610612737,ATL,Atlanta Hawks
0020600003,2006-11-01,2006-07,regular_season,road,False,1610612737,ATL,Hawks,Bench,164:41,27,Atlanta,hawks,11,29,0.379,1,5,0.2,4,4,1.0,9,6,15,4,2,0,3,8,1610612755,PHI,Philadelphia 76ers,1610612737,ATL,Atlanta Hawks
0020600003,2006-11-01,2006-07,regular_season,road,False,1610612737,ATL,Hawks,Starters,164:41,48,Atlanta,hawks,15,49,0.306,3,12,0.25,15,18,0.833,8,19,27,7,7,4,15,16,1610612755,PHI,Philadelphia 76ers,1610612737,ATL,Atlanta Hawks
0020600004,2006-11-01,2006-07,regular_season,home,False,1610612766,CHA,Bobcats,Bench,150:07,35,Charlotte,bobcats,11,28,0.393,3,8,0.375,10,11,0.909,2,9,11,9,3,0,10,15,1610612766,CHA,Charlotte Bobcats,1610612754,IND,Indiana Pacers
0020600004,2006-11-01,2006-07,regular_season,home,False,1610612766,CHA,Bobcats,Starters,150:07,64,Charlotte,bobcats,26,50,0.52,1,2,0.5,11,21,0.524,9,26,35,14,5,7,12,14,1610612766,CHA,Charlotte Bobcats,1610612754,IND,Indiana Pacers
0020600004,2006-11-01,2006-07,regular_season,road,False,1610612754,IND,Pacers,Bench,139:29,48,Indiana,pacers,17,26,0.654,5,6,0.833,9,11,0.818,8,14,22,14,5,2,9,10,1610612766,CHA,Charlotte Bobcats,1610612754,IND,Indiana Pacers
0020600004,2006-11-01,2006-07,regular_season,road,False,1610612754,IND,Pacers,Starters,139:29,58,Indiana,pacers,18,60,0.3,1,10,0.1,21,30,0.7,10,18,28,12,9,3,8,16,1610612766,CHA,Charlotte Bobcats,1610612754,IND,Indiana Pacers
0020600005,2006-11-01,2006-07,regular_season,home,False,1610612753,ORL,Magic,Bench,154:56,27,Orlando,magic,8,18,0.444,2,4,0.5,9,14,0.643,2,6,8,8,2,1,9,8,1610612753,ORL,Orlando Magic,1610612741,CHI,Chicago Bulls
0020600005,2006-11-01,2006-07,regular_season,home,False,1610612753,ORL,Magic,Starters,154:56,82,Orlando,magic,27,41,0.659,4,4,1.0,24,28,0.857,4,24,28,13,5,6,14,15,1610612753,ORL,Orlando Magic,1610612741,CHI,Chicago Bulls
0020600005,2006-11-01,2006-07,regular_season,road,False,1610612741,CHI,Bulls,Bench,121:53,38,Chicago,bulls,15,37,0.405,3,11,0.273,5,8,0.625,3,13,16,11,6,0,6,16,1610612753,ORL,Orlando Magic,1610612741,CHI,Chicago Bulls
0020600005,2006-11-01,2006-07,regular_season,road,False,1610612741,CHI,Bulls,Starters,121:53,56,Chicago,bulls,22,45,0.489,3,9,0.333,9,16,0.563,8,3,11,10,1,0,9,15,1610612753,ORL,Orlando Magic,1610612741,CHI,Chicago Bulls
0020600006,2006-11-01,2006-07,regular_season,home,False,1610612738,BOS,Celtics,Bench,146:56,28,Boston,celtics,11,26,0.423,0,2,0.0,6,11,0.545,6,9,15,5,2,2,7,15,1610612738,BOS,Boston Celtics,1610612740,NOK,New Orleans/Oklahoma City Hornets
0020600006,2006-11-01,2006-07,regular_season,home,False,1610612738,BOS,Celtics,Starters,146:56,59,Boston,celtics,19,49,0.388,3,14,0.214,18,28,0.643,4,33,37,13,3,4,12,16,1610612738,BOS,Boston Celtics,1610612740,NOK,New Orleans/Oklahoma City Hornets
0020600006,2006-11-01,2006-07,regular_season,road,False,1610612740,NOK,Hornets,Bench,161:38,28,New Orleans/Oklahoma City,hornets,10,19,0.526,0,4,0.0,8,13,0.615,3,14,17,2,2,2,8,11,1610612738,BOS,Boston Celtics,1610612740,NOK,New Orleans/Oklahoma City Hornets
0020600006,2006-11-01,2006-07,regular_season,road,False,1610612740,NOK,Hornets,Starters,161:38,63,New Orleans/Oklahoma City,hornets,26,65,0.4,1,7,0.143,10,20,0.5,7,22,29,15,4,2,7,20,1610612738,BOS,Boston Celtics,1610612740,NOK,New Orleans/Oklahoma City Hornets
0020600007,2006-11-01,2006-07,regular_season,home,False,1610612751,NJN,Nets,Bench,155:05,27,New Jersey,nets,10,26,0.385,2,10,0.2,5,5,1.0,2,12,14,7,2,4,7,10,1610612751,NJN,New Jersey Nets,1610612761,TOR,Toronto Raptors
0020600007,2006-11-01,2006-07,regular_season,home,False,1610612751,NJN,Nets,Starters,155:05,75,New Jersey,nets,30,52,0.577,1,8,0.125,14,19,0.737,7,31,38,21,0,1,16,16,1610612751,NJN,New Jersey Nets,1610612761,TOR,Toronto Raptors
0020600007,2006-11-01,2006-07,regular_season,road,False,1610612761,TOR,Raptors,Bench,142:50,22,Toronto,raptors,8,29,0.276,1,8,0.125,5,6,0.833,3,14,17,9,3,4,5,11,1610612751,NJN,New Jersey Nets,1610612761,TOR,Toronto Raptors
0020600007,2006-11-01,2006-07,regular_season,road,False,1610612761,TOR,Raptors,Starters,142:50,70,Toronto,raptors,29,65,0.446,3,12,0.25,9,14,0.643,4,17,21,12,5,1,10,16,1610612751,NJN,New Jersey Nets,1610612761,TOR,Toronto Raptors
0020600008,2006-11-01,2006-07,regular_season,home,False,1610612765,DET,Pistons,Bench,162:33,23,Detroit,pistons,8,24,0.333,4,7,0.571,3,4,0.75,5,10,15,3,1,5,7,6,1610612765,DET,Detroit Pistons,1610612749,MIL,Milwaukee Bucks
0020600008,2006-11-01,2006-07,regular_season,home,False,1610612765,DET,Pistons,Starters,162:33,74,Detroit,pistons,23,48,0.479,4,14,0.286,24,30,0.8,8,25,33,16,2,4,15,17,1610612765,DET,Detroit Pistons,1610612749,MIL,Milwaukee Bucks
0020600008,2006-11-01,2006-07,regular_season,road,False,1610612749,MIL,Bucks,Bench,168:12,16,Milwaukee,bucks,7,16,0.438,0,5,0.0,2,3,0.667,2,0,2,11,4,0,1,7,1610612765,DET,Detroit Pistons,1610612749,MIL,Milwaukee Bucks
0020600008,2006-11-01,2006-07,regular_season,road,False,1610612749,MIL,Bucks,Starters,168:12,89,Milwaukee,bucks,36,77,0.468,2,9,0.222,15,22,0.682,9,27,36,15,8,0,7,18,1610612765,DET,Detroit Pistons,1610612749,MIL,Milwaukee Bucks
0020600009,2006-11-01,2006-07,regular_season,home,False,1610612739,CLE,Cavaliers,Bench,155:03,21,Cleveland,cavaliers,5,19,0.263,3,11,0.273,8,13,0.615,1,12,13,6,1,1,3,12,1610612739,CLE,Cleveland Cavaliers,1610612764,WAS,Washington Wizards
0020600009,2006-11-01,2006-07,regular_season,home,False,1610612739,CLE,Cavaliers,Starters,155:03,76,Cleveland,cavaliers,32,59,0.542,5,8,0.625,7,17,0.412,15,22,37,18,3,3,13,13,1610612739,CLE,Cleveland Cavaliers,1610612764,WAS,Washington Wizards
0020600009,2006-11-01,2006-07,regular_season,road,False,1610612764,WAS,Wizards,Bench,164:10,26,Washington,wizards,7,19,0.368,1,4,0.25,11,14,0.786,1,8,9,6,2,0,1,9,1610612739,CLE,Cleveland Cavaliers,1610612764,WAS,Washington Wizards
0020600009,2006-11-01,2006-07,regular_season,road,False,1610612764,WAS,Wizards,Starters,164:10,68,Washington,wizards,29,58,0.5,1,9,0.111,9,15,0.6,8,16,24,16,5,4,10,17,1610612739,CLE,Cleveland Cavaliers,1610612764,WAS,Washington Wizards
0020600010,2006-11-01,2006-07,regular_season,home,False,1610612763,MEM,Grizzlies,Bench,164:40,60,Memphis,grizzlies,21,54,0.389,1,8,0.125,17,23,0.739,10,16,26,5,3,7,5,19,1610612763,MEM,Memphis Grizzlies,1610612752,NYK,New York Knicks
0020600010,2006-11-01,2006-07,regular_season,home,False,1610612763,MEM,Grizzlies,Starters,164:40,57,Memphis,grizzlies,21,51,0.412,5,13,0.385,10,22,0.455,13,19,32,9,3,1,8,13,1610612763,MEM,Memphis Grizzlies,1610612752,NYK,New York Knicks
0020600010,2006-11-01,2006-07,regular_season,road,False,1610612752,NYK,Knicks,Bench,210:08,45,New York,knicks,14,40,0.35,4,10,0.4,13,18,0.722,9,14,23,4,3,3,5,17,1610612763,MEM,Memphis Grizzlies,1610612752,NYK,New York Knicks
0020600010,2006-11-01,2006-07,regular_season,road,False,1610612752,NYK,Knicks,Starters,210:08,73,New York,knicks,26,55,0.473,6,12,0.5,15,18,0.833,9,24,33,18,3,4,18,25,1610612763,MEM,Memphis Grizzlies,1610612752,NYK,New York Knicks
0020600011,2006-11-01,2006-07,regular_season,home,False,1610612750,MIN,Timberwolves,Bench,164:15,34,Minnesota,timberwolves,12,25,0.48,3,6,0.5,7,9,0.778,3,8,11,5,4,3,6,12,1610612750,MIN,Minnesota Timberwolves,1610612758,SAC,Sacramento Kings
0020600011,2006-11-01,2006-07,regular_season,home,False,1610612750,MIN,Timberwolves,Starters,164:15,58,Minnesota,timberwolves,23,47,0.489,1,3,0.333,11,11,1.0,3,24,27,14,3,4,13,14,1610612750,MIN,Minnesota Timberwolves,1610612758,SAC,Sacramento Kings
0020600011,2006-11-01,2006-07,regular_season,road,False,1610612758,SAC,Kings,Bench,181:24,16,Sacramento,kings,5,15,0.333,0,1,0.0,6,7,0.857,5,6,11,2,0,0,7,8,1610612750,MIN,Minnesota Timberwolves,1610612758,SAC,Sacramento Kings
0020600011,2006-11-01,2006-07,regular_season,road,False,1610612758,SAC,Kings,Starters,181:24,67,Sacramento,kings,26,74,0.351,3,14,0.214,12,18,0.667,17,23,40,11,10,2,11,13,1610612750,MIN,Minnesota Timberwolves,1610612758,SAC,Sacramento Kings
0020600012,2006-11-01,2006-07,regular_season,home,False,1610612762,UTA,Jazz,Bench,153:28,31,Utah,jazz,12,19,0.632,1,3,0.333,6,7,0.857,5,8,13,7,3,0,6,11,1610612762,UTA,Utah Jazz,1610612745,HOU,Houston Rockets
0020600012,2006-11-01,2006-07,regular_season,home,False,1610612762,UTA,Jazz,Starters,153:28,76,Utah,jazz,27,55,0.491,2,7,0.286,20,24,0.833,6,28,34,12,3,3,10,14,1610612762,UTA,Utah Jazz,1610612745,HOU,Houston Rockets
0020600012,2006-11-01,2006-07,regular_season,road,False,1610612745,HOU,Rockets,Bench,180:35,11,Houston,rockets,3,13,0.231,2,5,0.4,3,4,0.75,5,10,15,1,1,0,5,6,1610612762,UTA,Utah Jazz,1610612745,HOU,Houston Rockets
0020600012,2006-11-01,2006-07,regular_season,road,False,1610612745,HOU,Rockets,Starters,180:35,86,Houston,rockets,29,61,0.475,8,17,0.471,20,32,0.625,5,16,21,18,6,3,8,16,1610612762,UTA,Utah Jazz,1610612745,HOU,Houston Rockets
0020600013,2006-11-01,2006-07,regular_season,home,False,1610612760,SEA,SuperSonics,Bench,157:30,20,Seattle,supersonics,6,24,0.25,0,2,0.0,8,8,1.0,6,6,12,6,2,2,4,10,1610612760,SEA,Seattle SuperSonics,1610612757,POR,Portland Trail Blazers
0020600013,2006-11-01,2006-07,regular_season,home,False,1610612760,SEA,SuperSonics,Starters,157:30,86,Seattle,supersonics,35,66,0.53,6,17,0.353,10,12,0.833,9,13,22,17,7,2,9,15,1610612760,SEA,Seattle SuperSonics,1610612757,POR,Portland Trail Blazers
0020600013,2006-11-01,2006-07,regular_season,road,False,1610612757,POR,Trail Blazers,Bench,151:35,36,Portland,blazers,16,26,0.615,1,4,0.25,3,4,0.75,3,12,15,2,3,4,4,8,1610612760,SEA,Seattle SuperSonics,1610612757,POR,Portland Trail Blazers
0020600013,2006-11-01,2006-07,regular_season,road,False,1610612757,POR,Trail Blazers,Starters,151:35,74,Portland,blazers,24,47,0.511,1,6,0.167,25,31,0.806,7,18,25,11,3,2,10,13,1610612760,SEA,Seattle SuperSonics,1610612757,POR,Portland Trail Blazers
0020600014,2006-11-01,2006-07,regular_season,home,False,1610612756,PHX,Suns,Bench,155:59,44,Phoenix,suns,15,32,0.469,1,4,0.25,13,14,0.929,4,13,17,5,1,2,5,8,1610612756,PHX,Phoenix Suns,1610612746,LAC,Los Angeles Clippers
0020600014,2006-11-01,2006-07,regular_season,home,False,1610612756,PHX,Suns,Starters,155:59,68,Phoenix,suns,26,45,0.578,3,11,0.273,13,16,0.813,4,18,22,16,4,4,10,17,1610612756,PHX,Phoenix Suns,1610612746,LAC,Los Angeles Clippers
0020600014,2006-11-01,2006-07,regular_season,road,False,1610612746,LAC,Clippers,Bench,186:46,26,Los Angeles,clippers,10,25,0.4,0,3,0.0,6,8,0.75,5,8,13,4,2,0,2,7,1610612756,PHX,Phoenix Suns,1610612746,LAC,Los Angeles Clippers
0020600014,2006-11-01,2006-07,regular_season,road,False,1610612746,LAC,Clippers,Starters,186:46,78,Los Angeles,clippers,28,64,0.438,4,7,0.571,18,21,0.857,12,19,31,8,3,3,12,19,1610612756,PHX,Phoenix Suns,1610612746,LAC,Los Angeles Clippers
0020600015,2006-11-01,2006-07,regular_season,home,False,1610612744,GSW,Warriors,Bench,138:31,43,Golden State,warriors,16,30,0.533,1,6,0.167,10,13,0.769,4,9,13,3,3,4,4,15,1610612744,GSW,Golden State Warriors,1610612747,LAL,Los Angeles Lakers
0020600015,2006-11-01,2006-07,regular_season,home,False,1610612744,GSW,Warriors,Starters,138:31,55,Golden State,warriors,18,52,0.346,2,13,0.154,17,29,0.586,8,25,33,15,3,0,6,16,1610612744,GSW,Golden State Warriors,1610612747,LAL,Los Angeles Lakers
0020600015,2006-11-01,2006-07,regular_season,road,False,1610612747,LAL,Lakers,Bench,112:07,54,Los Angeles,lakers,19,43,0.442,3,10,0.3,13,21,0.619,9,19,28,14,5,3,5,18,1610612744,GSW,Golden State Warriors,1610612747,LAL,Los Angeles Lakers
0020600015,2006-11-01,2006-07,regular_season,road,False,1610612747,LAL,Lakers,Starters,112:07,56,Los Angeles,lakers,20,43,0.465,2,7,0.286,14,20,0.7,10,17,27,15,1,1,11,12,1610612744,GSW,Golden State Warriors,1610612747,LAL,Los Angeles Lakers
0020600016,2006-11-02,2006-07,regular_season,home,False,1610612742,DAL,Mavericks,Bench,144:40,33,Dallas,mavericks,14,31,0.452,2,6,0.333,3,5,0.6,3,7,10,6,1,1,7,11,1610612742,DAL,Dallas Mavericks,1610612759,SAS,San Antonio Spurs
0020600016,2006-11-02,2006-07,regular_season,home,False,1610612742,DAL,Mavericks,Starters,144:40,58,Dallas,mavericks,24,57,0.421,3,10,0.3,7,11,0.636,10,19,29,9,4,6,4,17,1610612742,DAL,Dallas Mavericks,1610612759,SAS,San Antonio Spurs
0020600016,2006-11-02,2006-07,regular_season,road,False,1610612759,SAS,Spurs,Bench,152:59,32,San Antonio,spurs,11,24,0.458,1,6,0.167,9,9,1.0,2,14,16,5,2,2,3,8,1610612742,DAL,Dallas Mavericks,1610612759,SAS,San Antonio Spurs
0020600016,2006-11-02,2006-07,regular_season,road,False,1610612759,SAS,Spurs,Starters,152:59,65,San Antonio,spurs,23,45,0.511,3,5,0.6,16,28,0.571,5,18,23,15,4,3,9,8,1610612742,DAL,Dallas Mavericks,1610612759,SAS,San Antonio Spurs
0020600017,2006-11-02,2006-07,regular_season,home,False,1610612746,LAC,Clippers,Bench,157:11,34,Los Angeles,clippers,11,27,0.407,5,14,0.357,7,13,0.538,0,13,13,8,4,3,9,9,1610612746,LAC,Los Angeles Clippers,1610612743,DEN,Denver Nuggets
0020600017,2006-11-02,2006-07,regular_season,home,False,1610612746,LAC,Clippers,Starters,157:11,62,Los Angeles,clippers,24,55,0.436,2,5,0.4,12,13,0.923,5,20,25,12,1,3,9,17,1610612746,LAC,Los Angeles Clippers,1610612743,DEN,Denver Nuggets
0020600017,2006-11-02,2006-07,regular_season,road,False,1610612743,DEN,Nuggets,Bench,153:27,29,Denver,nuggets,11,30,0.367,0,9,0.0,7,7,1.0,7,13,20,9,2,0,6,10,1610612746,LAC,Los Angeles Clippers,1610612743,DEN,Denver Nuggets
0020600017,2006-11-02,2006-07,regular_season,road,False,1610612743,DEN,Nuggets,Starters,153:27,66,Denver,nuggets,23,58,0.397,4,14,0.286,16,23,0.696,6,30,36,15,7,6,13,17,1610612746,LAC,Los Angeles Clippers,1610612743,DEN,Denver Nuggets
0020600018,2006-11-03,2006-07,regular_season,home,False,1610612761,TOR,Raptors,Bench,158:48,35,Toronto,raptors,15,28,0.536,4,9,0.444,1,3,0.333,4,8,12,7,4,3,6,6,1610612761,TOR,Toronto Raptors,1610612749,MIL,Milwaukee Bucks
0020600018,2006-11-03,2006-07,regular_season,home,False,1610612761,TOR,Raptors,Starters,158:48,74,Toronto,raptors,32,60,0.533,5,12,0.417,5,7,0.714,9,23,32,20,3,5,9,9,1610612761,TOR,Toronto Raptors,1610612749,MIL,Milwaukee Bucks
0020600018,2006-11-03,2006-07,regular_season,road,False,1610612749,MIL,Bucks,Bench,158:30,21,Milwaukee,bucks,9,23,0.391,3,9,0.333,0,0,0.0,1,8,9,9,1,1,3,10,1610612761,TOR,Toronto Raptors,1610612749,MIL,Milwaukee Bucks
0020600018,2006-11-03,2006-07,regular_season,road,False,1610612749,MIL,Bucks,Starters,158:30,71,Milwaukee,bucks,29,63,0.46,2,11,0.182,11,14,0.786,10,19,29,13,6,2,12,10,1610612761,TOR,Toronto Raptors,1610612749,MIL,Milwaukee Bucks
0020600019,2006-11-03,2006-07,regular_season,home,False,1610612753,ORL,Magic,Bench,163:17,29,Orlando,magic,11,22,0.5,1,7,0.143,6,7,0.857,4,11,15,6,2,0,4,15,1610612753,ORL,Orlando Magic,1610612755,PHI,Philadelphia 76ers
0020600019,2006-11-03,2006-07,regular_season,home,False,1610612753,ORL,Magic,Starters,163:17,74,Orlando,magic,28,51,0.549,1,2,0.5,17,26,0.654,10,19,29,12,5,3,19,13,1610612753,ORL,Orlando Magic,1610612755,PHI,Philadelphia 76ers
0020600019,2006-11-03,2006-07,regular_season,road,False,1610612755,PHI,76ers,Bench,165:24,35,Philadelphia,sixers,11,16,0.688,5,5,1.0,8,12,0.667,1,2,3,3,5,2,3,15,1610612753,ORL,Orlando Magic,1610612755,PHI,Philadelphia 76ers
0020600019,2006-11-03,2006-07,regular_season,road,False,1610612755,PHI,76ers,Starters,165:24,70,Philadelphia,sixers,26,50,0.52,3,6,0.5,15,21,0.714,2,17,19,20,6,1,12,14,1610612753,ORL,Orlando Magic,1610612755,PHI,Philadelphia 76ers
0020600020,2006-11-03,2006-07,regular_season,home,False,1610612754,IND,Pacers,Bench,165:23,26,Indiana,pacers,7,21,0.333,3,11,0.273,9,10,0.9,4,8,12,9,4,1,6,11,1610612754,IND,Indiana Pacers,1610612740,NOK,New Orleans/Oklahoma City Hornets
0020600020,2006-11-03,2006-07,regular_season,home,False,1610612754,IND,Pacers,Starters,165:23,65,Indiana,pacers,25,59,0.424,4,15,0.267,11,14,0.786,7,15,22,12,3,6,6,12,1610612754,IND,Indiana Pacers,1610612740,NOK,New Orleans/Oklahoma City Hornets
0020600020,2006-11-03,2006-07,regular_season,road,False,1610612740,NOK,Hornets,Bench,148:39,39,New Orleans/Oklahoma City,hornets,14,33,0.424,2,9,0.222,9,10,0.9,4,15,19,3,1,2,2,8,1610612754,IND,Indiana Pacers,1610612740,NOK,New Orleans/Oklahoma City Hornets
0020600020,2006-11-03,2006-07,regular_season,road,False,1610612740,NOK,Hornets,Starters,148:39,61,New Orleans/Oklahoma City,hornets,23,51,0.451,1,5,0.2,14,17,0.824,15,19,34,13,1,2,13,14,1610612754,IND,Indiana Pacers,1610612740,NOK,New Orleans/Oklahoma City Hornets
0020600021,2006-11-03,2006-07,regular_season,home,False,1610612738,BOS,Celtics,Bench,133:53,29,Boston,celtics,10,30,0.333,2,6,0.333,7,10,0.7,5,17,22,11,2,3,4,7,1610612738,BOS,Boston Celtics,1610612765,DET,Detroit Pistons
0020600021,2006-11-03,2006-07,regular_season,home,False,1610612738,BOS,Celtics,Starters,133:53,59,Boston,celtics,24,45,0.533,3,6,0.5,8,10,0.8,3,19,22,12,2,1,11,12,1610612738,BOS,Boston Celtics,1610612765,DET,Detroit Pistons
0020600021,2006-11-03,2006-07,regular_season,road,False,1610612765,DET,Pistons,Bench,165:24,10,Detroit,pistons,5,19,0.263,0,3,0.0,0,3,0.0,5,14,19,3,1,2,2,5,1610612738,BOS,Boston Celtics,1610612765,DET,Detroit Pistons
0020600021,2006-11-03,2006-07,regular_season,road,False,1610612765,DET,Pistons,Starters,165:24,91,Detroit,pistons,32,69,0.464,4,10,0.4,23,27,0.852,11,18,29,23,6,3,4,12,1610612738,BOS,Boston Celtics,1610612765,DET,Detroit Pistons
0020600022,2006-11-03,2006-07,regular_season,home,False,1610612737,ATL,Hawks,Bench,144:27,30,Atlanta,hawks,12,27,0.444,0,5,0.0,6,9,0.667,6,7,13,0,3,1,2,7,1610612737,ATL,Atlanta Hawks,1610612752,NYK,New York Knicks
0020600022,2006-11-03,2006-07,regular_season,home,False,1610612737,ATL,Hawks,Starters,144:27,72,Atlanta,hawks,27,55,0.491,4,9,0.444,14,22,0.636,9,16,25,17,5,4,11,18,1610612737,ATL,Atlanta Hawks,1610612752,NYK,New York Knicks
0020600022,2006-11-03,2006-07,regular_season,road,False,1610612752,NYK,Knicks,Bench,162:12,31,New York,knicks,11,21,0.524,0,3,0.0,9,12,0.75,3,12,15,1,1,2,6,10,1610612737,ATL,Atlanta Hawks,1610612752,NYK,New York Knicks
0020600022,2006-11-03,2006-07,regular_season,road,False,1610612752,NYK,Knicks,Starters,162:12,61,New York,knicks,22,51,0.431,1,6,0.167,16,22,0.727,8,17,25,17,1,0,11,18,1610612737,ATL,Atlanta Hawks,1610612752,NYK,New York Knicks
0020600023,2006-11-03,2006-07,regular_season,home,False,1610612748,MIA,Heat,Bench,170:27,20,Miami,heat,7,19,0.368,2,6,0.333,4,6,0.667,3,12,15,2,3,3,6,7,1610612748,MIA,Miami Heat,1610612751,NJN,New Jersey Nets
0020600023,2006-11-03,2006-07,regular_season,home,False,1610612748,MIA,Heat,Starters,170:27,71,Miami,heat,28,57,0.491,3,10,0.3,12,17,0.706,6,25,31,15,3,3,11,15,1610612748,MIA,Miami Heat,1610612751,NJN,New Jersey Nets
0020600023,2006-11-03,2006-07,regular_season,road,False,1610612751,NJN,Nets,Bench,184:15,16,New Jersey,nets,6,19,0.316,2,7,0.286,2,2,1.0,4,7,11,3,1,1,3,10,1610612748,MIA,Miami Heat,1610612751,NJN,New Jersey Nets
0020600023,2006-11-03,2006-07,regular_season,road,False,1610612751,NJN,Nets,Starters,184:15,69,New Jersey,nets,24,58,0.414,4,13,0.308,17,20,0.85,4,25,29,9,4,1,13,11,1610612748,MIA,Miami Heat,1610612751,NJN,New Jersey Nets
0020600024,2006-11-03,2006-07,regular_season,home,False,1610612763,MEM,Grizzlies,Bench,141:14,27,Memphis,grizzlies,10,31,0.323,1,5,0.2,6,7,0.857,9,11,20,7,4,2,6,14,1610612763,MEM,Memphis Grizzlies,1610612766,CHA,Charlotte Bobcats
0020600024,2006-11-03,2006-07,regular_season,home,False,1610612763,MEM,Grizzlies,Starters,141:14,69,Memphis,grizzlies,21,56,0.375,9,17,0.529,18,21,0.857,10,18,28,13,6,2,7,9,1610612763,MEM,Memphis Grizzlies,1610612766,CHA,Charlotte Bobcats
0020600024,2006-11-03,2006-07,regular_season,road,False,1610612766,CHA,Bobcats,Bench,170:45,34,Charlotte,bobcats,12,21,0.571,3,8,0.375,7,9,0.778,0,9,9,2,0,2,6,9,1610612763,MEM,Memphis Grizzlies,1610612766,CHA,Charlotte Bobcats
0020600024,2006-11-03,2006-07,regular_season,road,False,1610612766,CHA,Bobcats,Starters,170:45,49,Charlotte,bobcats,20,47,0.426,0,5,0.0,9,20,0.45,5,23,28,20,6,7,13,19,1610612763,MEM,Memphis Grizzlies,1610612766,CHA,Charlotte Bobcats
0020600025,2006-11-03,2006-07,regular_season,home,False,1610612759,SAS,Spurs,Bench,162:04,15,San Antonio,spurs,5,21,0.238,2,8,0.25,3,4,0.75,2,10,12,2,1,0,1,12,1610612759,SAS,San Antonio Spurs,1610612739,CLE,Cleveland Cavaliers
0020600025,2006-11-03,2006-07,regular_season,home,False,1610612759,SAS,Spurs,Starters,162:04,66,San Antonio,spurs,24,48,0.5,3,7,0.429,15,30,0.5,3,25,28,14,1,2,11,12,1610612759,SAS,San Antonio Spurs,1610612739,CLE,Cleveland Cavaliers
0020600025,2006-11-03,2006-07,regular_season,road,False,1610612739,CLE,Cavaliers,Bench,162:19,16,Cleveland,cavaliers,6,15,0.4,2,3,0.667,2,5,0.4,3,10,13,2,1,2,2,9,1610612759,SAS,San Antonio Spurs,1610612739,CLE,Cleveland Cavaliers
