game_id,game_date,season,game_type,neutral_site,team_id_home,team_abbreviation_home,team_name_home,team_id_road,team_abbreviation_road,team_name_road,pts_home,pts_road,wl_home,fgm_home,fga_home,fg_pct_home,fg3m_home,fg3a_home,fg3_pct_home,ftm_home,fta_home,ft_pct_home,oreb_home,dreb_home,reb_home,ast_home,stl_home,blk_home,tov_home,pf_home,plus_minus_home,fgm_road,fga_road,fg_pct_road,fg3m_road,fg3a_road,fg3_pct_road,ftm_road,fta_road,ft_pct_road,oreb_road,dreb_road,reb_road,ast_road,stl_road,blk_road,tov_road,pf_road,plus_minus_road
0022200009,2022-10-19,2022-23,regular_season,False,1610612763,MEM,Memphis Grizzlies,1610612752,NYK,New York Knicks,7,4,W,3,8,0.375,1,5,0.2,0,3,0.0,2,6,8,2,0,1,4,1,3,2,10,0.2,0,4,0.0,0,0,0.0,1,4,5,1,2,0,1,4,-3
0022200025,2022-10-21,2022-23,regular_season,False,1610612750,MIN,Minnesota Timberwolves,1610612762,UTA,Utah Jazz,6,12,L,3,8,0.375,0,1,0.0,0,2,0.0,1,2,3,1,0,2,1,0,-6,5,14,0.357,2,4,0.5,0,0,0.0,6,4,10,4,1,0,0,2,6
0022200027,2022-10-21,2022-23,regular_season,False,1610612757,POR,Portland Trail Blazers,1610612756,PHX,Phoenix Suns,11,9,W,4,8,0.5,0,1,0.0,3,4,0.75,1,4,5,2,0,0,0,2,2,4,10,0.4,0,0,0.0,1,3,0.333,2,4,6,3,0,0,1,3,-2
0022200039,2022-10-23,2022-23,regular_season,False,1610612739,CLE,Cleveland Cavaliers,1610612764,WAS,Washington Wizards,14,4,W,5,11,0.455,0,2,0.0,4,4,1.0,3,3,6,3,3,0,0,5,10,1,4,0.25,1,3,0.333,1,5,0.2,0,1,1,0,0,0,4,4,-10
0022200040,2022-10-23,2022-23,regular_season,False,1610612740,NOP,New Orleans Pelicans,1610612762,UTA,Utah Jazz,11,12,L,5,11,0.455,1,3,0.333,0,0,0.0,1,1,2,3,0,0,0,4,-1,3,4,0.75,1,1,1.0,5,6,0.833,0,2,2,1,0,0,1,0,1
0022200058,2022-10-26,2022-23,regular_season,False,1610612752,NYK,New York Knicks,1610612766,CHA,Charlotte Hornets,12,9,W,4,9,0.444,1,4,0.25,3,3,1.0,2,4,6,1,0,2,1,3,3,3,10,0.3,0,3,0.0,3,6,0.5,1,3,4,1,1,0,0,3,-3
0022200066,2022-10-27,2022-23,regular_season,False,1610612751,BKN,Brooklyn Nets,1610612742,DAL,Dallas Mavericks,13,17,L,3,10,0.3,1,5,0.2,6,6,1.0,3,2,5,2,0,0,0,4,-4,6,8,0.75,3,3,1.0,2,4,0.5,0,2,2,4,0,0,1,3,4
0022200072,2022-10-28,2022-23,regular_season,False,1610612738,BOS,Boston Celtics,1610612739,CLE,Cleveland Cavaliers,9,18,L,3,7,0.429,1,4,0.25,2,3,0.667,0,2,2,3,1,0,2,3,-9,5,8,0.625,3,6,0.5,5,5,1.0,0,4,4,2,2,0,2,3,9
0022200086,2022-10-29,2022-23,regular_season,False,1610612742,DAL,Dallas Mavericks,1610612760,OKC,Oklahoma City Thunder,12,18,L,4,9,0.444,1,4,0.25,3,4,0.75,0,1,1,1,1,0,1,6,-6,4,5,0.8,2,2,1.0,8,10,0.8,1,5,6,2,0,0,1,4,6
0022200082,2022-10-29,2022-23,regular_season,False,1610612766,CHA,Charlotte Hornets,1610612744,GSW,Golden State Warriors,13,6,W,4,8,0.5,1,1,1.0,4,4,1.0,1,4,5,3,0,0,1,2,7,2,6,0.333,0,3,0.0,2,4,0.5,0,3,3,2,1,0,1,3,-7
0022200107,2022-11-02,2022-23,regular_season,False,1610612739,CLE,Cleveland Cavaliers,1610612738,BOS,Boston Celtics,7,6,W,3,9,0.333,1,4,0.25,0,0,0.0,2,4,6,3,0,3,2,1,1,3,11,0.273,0,2,0.0,0,0,0.0,2,4,6,1,1,0,1,0,-1
0022200117,2022-11-02,2022-23,regular_season,False,1610612747,LAL,Los Angeles Lakers,1610612740,NOP,New Orleans Pelicans,9,6,W,4,10,0.4,1,2,0.5,0,0,0.0,2,6,8,2,0,1,2,0,3,3,10,0.3,0,2,0.0,0,0,0.0,0,2,2,3,1,3,0,1,-3
0022200132,2022-11-05,2022-23,regular_season,False,1610612753,ORL,Orlando Magic,1610612758,SAC,Sacramento Kings,17,20,L,7,11,0.636,1,3,0.333,2,2,1.0,0,1,1,4,2,0,1,5,-3,6,8,0.75,3,5,0.6,5,5,1.0,0,3,3,2,0,0,4,3,3
