Game_ID,Game_Date,Home_Team,Road_Team,Home_OFF_Rating,Home_EFG,Home_BH,Home_OREB,Home_FT_Rate,Road_OFF_Rating,Road_EFG,Road_BH,Road_OREB,Road_FT_Rate
0022000134,2021-01-09,CHA,ATL,116.494845,0.616883,0.853744,0.166667,0.233766,109.375,0.460674,0.878599,0.326923,0.258427
0022000135,2021-01-09,IND,PHX,119.387755,0.543478,0.911158,0.265306,0.184783,126.262626,0.574468,0.971286,0.093023,0.180851
0022000140,2021-01-09,SAC,POR,93.396226,0.45679,0.86535,0.12766,0.308642,116.82243,0.525,0.932272,0.18,0.2
0022000133,2021-01-09,PHI,DEN,105.102041,0.470874,0.863344,0.4,0.058252,117.346939,0.566667,0.850352,0.348837,0.144444
0022000136,2021-01-09,WAS,MIA,112.727273,0.520202,0.948858,0.12069,0.212121,115.315315,0.580645,0.867154,0.238095,0.215054
0022000138,2021-01-09,MIN,SAS,114.018692,0.578125,0.858898,0.234043,0.114583,113.636364,0.5,0.9499,0.222222,0.237624
0022000147,2021-01-10,MIN,SAS,97.959184,0.475309,0.866819,0.2,0.234568,88.888889,0.425532,0.909223,0.173077,0.085106
0022000143,2021-01-10,BKN,OKC,111.538462,0.564706,0.848969,0.162162,0.235294,124.038462,0.627778,0.898599,0.075,0.177778
0022000144,2021-01-10,NYK,DEN,96.73913,0.472973,0.841584,0.186047,0.256757,125.274725,0.625,0.881517,0.222222,0.107143
0022000146,2021-01-10,HOU,LAL,97.142857,0.477778,0.826618,0.25,0.177778,113.207547,0.56044,0.856613,0.25,0.197802
0022000142,2021-01-10,LAC,CHI,127.45098,0.597826,0.911504,0.255319,0.217391,124.509804,0.727273,0.786007,0.115385,0.194805
0022000141,2021-01-10,DET,UTA,94.505495,0.390805,0.923254,0.189655,0.206897,103.225806,0.493902,0.851412,0.363636,0.182927
0022000148,2021-01-10,GSW,TOR,106.0,0.478495,0.87109,0.255319,0.182796,105.0,0.473958,0.898029,0.25,0.145833
0022000149,2021-01-11,CHA,NYK,119.78022,0.570513,0.898084,0.135135,0.25641,97.777778,0.442529,0.847506,0.346939,0.126437
0022000152,2021-01-11,WAS,PHX,133.333333,0.603261,0.928775,0.291667,0.184783,111.458333,0.471264,0.943503,0.170213,0.287356
0022000156,2021-01-11,SAC,IND,120.952381,0.64881,0.832037,0.205882,0.214286,117.307692,0.551546,0.889756,0.212766,0.154639
0022000151,2021-01-11,ORL,MIL,100.0,0.489011,0.835811,0.319149,0.10989,122.222222,0.576923,0.869338,0.275,0.175824
0022000150,2021-01-11,CLE,MEM,94.791667,0.518293,0.807622,0.232558,0.073171,105.208333,0.544872,0.853286,0.189189,0.205128
0022000153,2021-01-11,ATL,PHI,110.891089,0.459596,0.932705,0.254545,0.212121,94.949495,0.445652,0.915667,0.169811,0.130435
0022000155,2021-01-11,POR,TOR,116.666667,0.542169,0.878505,0.181818,0.26506,113.265306,0.55618,0.862738,0.170732,0.134831
0022000161,2021-01-12,HOU,LAL,96.153846,0.453608,0.873992,0.185185,0.123711,112.5,0.583333,0.820329,0.255814,0.22619
0022000163,2021-01-12,GSW,IND,93.137255,0.455056,0.860481,0.2,0.157303,102.970297,0.494318,0.868421,0.217391,0.193182
0022000162,2021-01-12,OKC,SAS,100.990099,0.475904,0.880471,0.152174,0.277108,110.891089,0.484211,0.963195,0.134615,0.210526
0022000159,2021-01-12,CLE,UTA,90.625,0.433333,0.872912,0.24,0.1,120.618557,0.642857,0.832215,0.263158,0.107143
0022000158,2021-01-12,BKN,DEN,124.489796,0.708861,0.818356,0.258065,0.126582,120.833333,0.602273,0.879674,0.214286,0.113636
0022000157,2021-01-12,PHI,MIA,118.103448,0.583333,0.856061,0.333333,0.176471,114.529915,0.552885,0.864212,0.28,0.182692
0022000169,2021-01-13,MIN,MEM,104.901961,0.483333,0.885523,0.255814,0.222222,116.831683,0.509434,0.941038,0.288462,0.09434
0022000173,2021-01-13,SAC,POR,128.571429,0.636905,0.880118,0.235294,0.22619,136.082474,0.616667,0.927193,0.26087,0.233333
0022000170,2021-01-13,OKC,LAL,100.0,0.488372,0.887176,0.191489,0.174419,130.612245,0.584211,0.912801,0.266667,0.178947
0022000165,2021-01-13,DET,MIL,105.208333,0.467391,0.864038,0.254902,0.163043,112.244898,0.594118,0.86687,0.227273,0.105882
0022000172,2021-01-13,LAC,NOP,119.354839,0.594595,0.895703,0.076923,0.310811,113.978495,0.534091,0.896266,0.266667,0.136364
0022000168,2021-01-13,NYK,BKN,118.478261,0.538043,0.915318,0.26087,0.108696,124.731183,0.571429,0.942573,0.27907,0.131868
0022000164,2021-01-13,CHA,DAL,95.876289,0.43,0.883489,0.267857,0.07,107.216495,0.494792,0.911536,0.254902,0.09375
0022000175,2021-01-14,TOR,CHA,114.43299,0.568182,0.838883,0.302326,0.125,110.204082,0.568966,0.821874,0.341463,0.103448
0022000177,2021-01-14,DEN,GSW,107.54717,0.516667,0.879185,0.208333,0.233333,99.047619,0.537037,0.828148,0.111111,0.209877
0022000176,2021-01-14,SAS,HOU,106.060606,0.505435,0.908291,0.204082,0.130435,110.10101,0.563953,0.839801,0.243902,0.139535
0022000178,2021-01-14,POR,IND,89.690722,0.442529,0.835466,0.27451,0.114943,116.842105,0.527174,0.877107,0.309524,0.152174
0022000174,2021-01-14,PHI,MIA,117.924528,0.640244,0.837192,0.135135,0.243902,101.886792,0.567901,0.822127,0.230769,0.197531
0022000184,2021-01-15,OKC,CHI,109.482759,0.528571,0.89888,0.12963,0.152381,107.758621,0.587912,0.809524,0.195652,0.197802
0022000181,2021-01-15,CLE,NYK,112.765957,0.512658,0.854493,0.304348,0.316456,108.421053,0.542683,0.872599,0.170732,0.170732
0022000187,2021-01-15,LAL,NOP,116.666667,0.5,0.928851,0.26,0.204301,98.958333,0.52907,0.817385,0.243902,0.046512
0022000180,2021-01-15,BOS,ORL,126.530612,0.607955,0.897541,0.162162,0.193182,97.979798,0.441489,0.888584,0.277778,0.148936
0022000188,2021-01-15,SAC,LAC,102.040816,0.517647,0.86852,0.204545,0.141176,143.75,0.685393,0.898897,0.342857,0.179775
0022000186,2021-01-15,UTA,ATL,113.72549,0.576087,0.837829,0.266667,0.108696,89.320388,0.440217,0.867958,0.163265,0.119565
0022000182,2021-01-15,MIL,DAL,114.285714,0.520833,0.90678,0.285714,0.125,109.0,0.530928,0.919441,0.211538,0.061856
0022000193,2021-01-16,MEM,PHI,102.912621,0.474747,0.906716,0.22449,0.121212,100.970874,0.482143,0.810043,0.319149,0.27381
0022000189,2021-01-16,SAS,HOU,100.0,0.425,0.901736,0.303571,0.18,90.09901,0.440476,0.806528,0.226415,0.202381
0022000190,2021-01-16,BKN,ORL,118.446602,0.641026,0.824074,0.121212,0.282051,111.650485,0.536842,0.894774,0.195652,0.136842
0022000192,2021-01-16,MIA,DET,104.166667,0.567164,0.774244,0.147059,0.358209,123.71134,0.604396,0.882459,0.277778,0.10989
0022000191,2021-01-16,TOR,CHA,112.621359,0.540698,0.866596,0.162791,0.267442,111.881188,0.522989,0.869292,0.25,0.252874
0022000195,2021-01-16,POR,ATL,107.692308,0.461165,0.933222,0.293103,0.165049,103.921569,0.471264,0.884259,0.155556,0.275862
0022000196,2021-01-17,BOS,NYK,77.319588,0.339286,0.843151,0.245614,0.214286,106.060606,0.55,0.839985,0.25641,0.2125
0022000198,2021-01-17,DAL,CHI,96.190476,0.483871,0.85637,0.222222,0.11828,110.377358,0.547059,0.876674,0.125,0.282353
0022000200,2021-01-17,DEN,UTA,112.903226,0.47,0.914237,0.442308,0.11,117.204301,0.611842,0.871694,0.194444,0.210526
0022000201,2021-01-17,SAC,NOP,123.0,0.587912,0.899927,0.190476,0.175824,126.732673,0.594118,0.87715,0.358974,0.317647
