Game_ID,Game_Date,Home_Team,Road_Team,Home_OFF_Rating,Home_EFG,Home_BH,Home_OREB,Home_FT_Rate,Road_OFF_Rating,Road_EFG,Road_BH,Road_OREB,Road_FT_Rate
0021900002,2019-10-22,LAC,LAL,115.463918,0.58642,0.867374,0.255814,0.209877,105.154639,0.511765,0.862688,0.209302,0.176471
0021900001,2019-10-22,TOR,NOP,113.043478,0.475728,0.875658,0.301887,0.31068,108.928571,0.514706,0.853621,0.280702,0.166667
0021900012,2019-10-23,PHX,SAC,112.727273,0.556122,0.883256,0.204545,0.153061,87.962963,0.448276,0.784758,0.255319,0.195402
0021900008,2019-10-23,PHI,BOS,103.883495,0.476471,0.855737,0.27907,0.305882,90.291262,0.405556,0.90514,0.166667,0.222222
0021900004,2019-10-23,IND,DET,106.796117,0.505618,0.869064,0.222222,0.224719,115.533981,0.596154,0.837134,0.277778,0.333333
0021900011,2019-10-23,UTA,OKC,99.009901,0.477778,0.899818,0.211538,0.155556,94.059406,0.445783,0.857955,0.155556,0.253012
0021900009,2019-10-23,DAL,WAS,103.846154,0.532895,0.819037,0.121951,0.355263,96.153846,0.456989,0.855834,0.211538,0.16129
0021900005,2019-10-23,ORL,CLE,94.0,0.482558,0.878912,0.137255,0.127907,85.0,0.426136,0.855335,0.204082,0.113636
0021900006,2019-10-23,BKN,MIN,107.692308,0.549505,0.875428,0.2,0.148515,106.722689,0.486111,0.90249,0.24,0.203704
0021900010,2019-10-23,SAS,NYK,110.091743,0.548193,0.824766,0.227273,0.349398,100.909091,0.521277,0.879227,0.108696,0.138298
0021900013,2019-10-23,POR,DEN,98.039216,0.454023,0.829235,0.276596,0.241379,104.854369,0.530864,0.822821,0.23913,0.271605
0021900007,2019-10-23,MIA,MEM,105.263158,0.511765,0.82949,0.261905,0.388235,88.596491,0.455056,0.809826,0.183673,0.224719
0021900003,2019-10-23,CHA,CHI,120.0,0.642045,0.833392,0.236842,0.147727,120.192308,0.509524,0.905273,0.384615,0.171429
